Citation,,,Sample,,,,,,,,,,Flow,,,,,,,,,,,,,Extra,,,,Outputs,,,,,Info,,,
Article (MLA),Authors,DOI,Geometry of Sample,Dimensions of sample (Wire is L mm x D mm; Cylinder is Core Diameter mm x Outer Diameter mm; Flat is L mm x H mm x W mm; Spherical is D mm),fuel_density_kg_m3,fuel_k_W_mK,fuel_cp_J_kgK,fuel_pyrolysis_T_K,fuel_alpha_m2_s,core_density_kg_m3,core_k_W_mK,core_cp_J_kgK,Oxygen Concentration,diluent,gas_M,gas_cp_mass,gas_k,gas_density_kg_m3,gas_alpha_m2_s,gas_nu_m2_s,Pressure (kPa),Flow Velocity,Internal Geometry,Internal Dimensions ,Gravity,Facility,Ignition Method,Ignition Power (W),Ignition Time (s),Ignition,Flame Length,FSR,HRR,Smoke/ Areosols,,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.051 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,32.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.051 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,23.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.030 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,98.000,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.030 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,90.000,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.030 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,106.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.030 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,87.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.030 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,98.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.030 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,87.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.050 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,105.000,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.050 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,93.000,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.050 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,116.000,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.050 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,99.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.050 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,102.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.050 mm,250,0.06,1340,620,1.79104E-07,250,0.06,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,99.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.100 mm,800,0.1,1340,620,9.32836E-08,800,0.1,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,20.000,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.100 mm,800,0.1,1340,620,9.32836E-08,800,0.1,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,15.000,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.100 mm,800,0.1,1340,620,9.32836E-08,800,0.1,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,23.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.100 mm,800,0.1,1340,620,9.32836E-08,800,0.1,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,12.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.100 mm,800,0.1,1340,620,9.32836E-08,800,0.1,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,20.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,63 mm x 63 mm x 0.100 mm,800,0.1,1340,620,9.32836E-08,800,0.1,1340,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,12.000,,,Orientation=vertical,,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.025 mm ,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,0.45297,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Drop Tower,Wire,,,Yes,,67.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.025 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,0.45297,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,55.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.051 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,0.45297,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Drop Tower,Wire,,,Yes,,29.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.051 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,0.45297,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,20.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.122 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,0.45297,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,1.00,Drop Tower,Wire,,,Yes,,17.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.122 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,0.45297,6.30E-05,4.10E-05,34.500,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,9.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.025 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,1.331337,2.20E-05,1.40E-05,101.400,,Cylindrical,305 mm diameter; 610 mm height,1.00,Drop Tower,Wire,,,Yes,,70.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.025 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,1.331337,2.20E-05,1.40E-05,101.400,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,55.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.051 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,1.331337,2.20E-05,1.40E-05,101.400,,Cylindrical,305 mm diameter; 610 mm height,1.00,Drop Tower,Wire,,,Yes,,32.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.051 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,1.331337,2.20E-05,1.40E-05,101.400,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,20.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.122 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,1.331337,2.20E-05,1.40E-05,101.400,,Cylindrical,305 mm diameter; 610 mm height,1.00,Drop Tower,Wire,,,Yes,,19.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,63 mm x 63 mm x 0.122 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,1.331337,2.20E-05,1.40E-05,101.400,,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,12.000,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,62 mm x 31.5 mm x 0.025 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,157.355849,0,0,6343.000,,Hemispherical,396 mm diameter,1.00,Drop Tower,Wire,,,Yes,,102.000,,,"Orientation=vertical, T_init=-118C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,62 mm x 31.5 mm x 0.025 mm,1300,0.25,1500,600,1.28205E-07,1300,0.25,1500,1.000,N2,0.032,918.75,0.0263,157.355849,0,0,6343.000,,Hemispherical,396 mm diameter,0.00,Drop Tower,Wire,,,Yes,,97.000,,,"Orientation=vertical, T_init=-118C",,,
