Citation,,,Sample,,,,,,,,,,Flow,,,,,,,,,,,,,Extra,,,,Outputs,,,,,Info,,,
Article (MLA),Authors,DOI,Geometry of Sample,Dimensions of sample (Wire is L mm x D mm; Cylinder is Core Diameter mm x Outer Diameter mm; Flat is L mm x H mm x W mm; Spherical is D mm),fuel_density_kg_m3,fuel_k_W_mK,fuel_cp_J_kgK,fuel_pyrolysis_T_K,fuel_alpha_m2_s,core_density_kg_m3,core_k_W_mK,core_cp_J_kgK,Oxygen Concentration,diluent,gas_M,gas_cp_mass,gas_k,gas_density_kg_m3,gas_alpha_m2_s,gas_nu_m2_s,Pressure (kPa),Flow Velocity,Internal Geometry,Internal Dimensions ,Gravity,Facility,Ignition Method,Ignition Power (W),Ignition Time (s),Ignition,Flame Length,FSR,HRR,Smoke/ Areosols,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.160,N2,0.02864,1017.73743,0.025964,1.191275,2.10E-05,1.60E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,0.16,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.210,N2,0.02884,1011.199723,0.025984,1.199594,2.10E-05,1.50E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.190,N2,0.02876,1013.803894,0.025976,1.196266,2.10E-05,1.50E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.180,N2,0.02872,1015.111421,0.025972,1.194602,2.10E-05,1.50E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.170,N2,0.02868,1016.422594,0.025968,1.192939,2.10E-05,1.60E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.160,N2,0.02864,1017.73743,0.025964,1.191275,2.10E-05,1.60E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.210,N2,0.02884,1011.199723,0.025984,1.199594,2.10E-05,1.50E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.200,N2,0.0288,1012.5,0.02598,1.19793,2.10E-05,1.50E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.190,N2,0.02876,1013.803894,0.025976,1.196266,2.10E-05,1.50E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.180,N2,0.02872,1015.111421,0.025972,1.194602,2.10E-05,1.50E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.180,N2,0.02872,1015.111421,0.025972,1.194602,2.10E-05,1.50E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.170,N2,0.02868,1016.422594,0.025968,1.192939,2.10E-05,1.60E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.160,N2,0.02864,1017.73743,0.025964,1.191275,2.10E-05,1.60E-05,101.325,-60.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.210,N2,0.02884,1011.199723,0.025984,1.199594,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.180,N2,0.02872,1015.111421,0.025972,1.194602,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.170,N2,0.02868,1016.422594,0.025968,1.192939,2.10E-05,1.60E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.160,N2,0.02864,1017.73743,0.025964,1.191275,2.10E-05,1.60E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.150,N2,0.0286,1019.055944,0.02596,1.189611,2.10E-05,1.60E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.00,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.210,N2,0.02884,1011.199723,0.025984,1.199594,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.16,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.190,N2,0.02876,1013.803894,0.025976,1.196266,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.16,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.180,N2,0.02872,1015.111421,0.025972,1.194602,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.16,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.170,N2,0.02868,1016.422594,0.025968,1.192939,2.10E-05,1.60E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.16,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.160,N2,0.02864,1017.73743,0.025964,1.191275,2.10E-05,1.60E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.16,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.210,N2,0.02884,1011.199723,0.025984,1.199594,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.200,N2,0.0288,1012.5,0.02598,1.19793,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.190,N2,0.02876,1013.803894,0.025976,1.196266,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.180,N2,0.02872,1015.111421,0.025972,1.194602,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.160,N2,0.02864,1017.73743,0.025964,1.191275,2.10E-05,1.60E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,0.38,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.210,N2,0.02884,1011.199723,0.025984,1.199594,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.200,N2,0.0288,1012.5,0.02598,1.19793,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.190,N2,0.02876,1013.803894,0.025976,1.196266,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.180,N2,0.02872,1015.111421,0.025972,1.194602,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,Yes,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.175,N2,0.0287,1015.766551,0.02597,1.193771,2.10E-05,1.50E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.170,N2,0.02868,1016.422594,0.025968,1.192939,2.10E-05,1.60E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, and Osamu Fujita. ""Experimental study on downward/opposed flame spread and extinction over electric wires in partial gravity environments."" Proceedings of the Combustion Institute 39.3 (2023): 3785-3794.","Yusuke Konno, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2022.07.002,Cylindrical,0.5 mm core x 1.1 mm outer,929,0.23,1550,660,1.59728E-07,8000,13.8,384,0.160,N2,0.02864,1017.73743,0.025964,1.191275,2.10E-05,1.60E-05,101.325,-150.000,Cylindrical,190 mm inner diameter,1.00,Parabolic Aircraft,Wire,94,8,No,,,,,,,,
