model_id,model_family,feature_set,augmentation,random_RMSE_mean,random_RMSE_std,grouped_RMSE_mean,grouped_RMSE_std,generalization_gap_mean,generalization_gap_std
svr_linear,svr,all,rd,0.014584753064118144,0.0017701424955477978,0.02094523560568473,0.009595121785364015,0.006360482541566586,0.010325469737496857
svr_linear,svr,all,rd_bt,0.014255703750319837,0.0013037812496551344,0.029016637865132255,0.013781686847981804,0.014760934114812422,0.014540426624496438
