candidate_id,model_id,model_family,protocol,split_id,seed,fold,paper_id,roc_auc,pr_auc,brier,mcc,f1,balanced_accuracy,sensitivity,specificity,precision
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.combustflame.2022.112009,0.907142857142857,0.9025641025641025,0.11498861598944916,0.7592566023652966,0.8235294117647058,0.85,0.7,1.0,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.actaastro.2020.05.043,,,1.0712180232884196e-05,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::friedman robert brian jackson and sandra olson testing and selection of fire resistant materials for spacecraft use nasa technical memorandum 2000 209773 mar 2000 nasa sti program office glenn research center cleveland ohio,,,1.0267342531733448e-12,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::andracchio charles r and thomas h cochran burning of solids in oxygen rich environments in normal and reduced gravity nasa technical memorandum x 3055 national aeronautics and space administration may 1974,,,1.2670090162221943e-09,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/s1540-7489(02)80310-8,,,3.789561257387201e-14,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.proci.2016.06.025,,,0.00024386708614798636,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/s0010-2180(02)00501-1,0.5,0.6916666666666667,0.40201188305986635,-0.4166666666666667,0.2857142857142857,0.29166666666666663,0.25,0.3333333333333333,0.3333333333333333
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1007/s12217-024-10147-3,,,1.6889964982169658e-07,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.firesaf.2015.11.011,1.0,1.0,2.532255893109954e-05,1.0,1.0,1.0,1.0,1.0,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.5802/crmeca.149,,,1.3798853277791068e-06,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/s0082-0784(89)80132-8,0.0,0.5,0.5267709565532872,0.0,0.6666666666666666,0.5,1.0,0.0,0.5
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::mell w e s l olson and t kashiwagi flame spread along free edges of thermally thin samples in 0 proceedings of the combustion institute vol 28 no 2 2000 pp 2843 2849,1.0,1.0,0.3327652923716779,0.0,0.8,0.5,1.0,0.0,0.6666666666666666
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::nishizawa et al 2003 effect of low external flow on flame spreading over etfe wire under microgravity,,,1.2414273686071435e-06,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.proci.2022.08.030,1.0,1.0,0.026834421496401008,1.0,1.0,1.0,1.0,1.0,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.combustflame.2008.05.023,,,2.8842524418198283e-09,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::s nchez tarifa c and m rodr guez combustion and flammability characteristics of solids at microgravity in very small velocity flows second european symposium on utilisation of the international space station nov 1998,,,0.00025673548424975934,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.15011/jasma.35.350104,,,0.04420163029540447,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.combustflame.2019.03.040,1.0,1.0,0.14413496299978032,0.0,0.0,0.5,0.0,1.0,
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::kimzey john howard flammability during weightlessness nasa technical memorandum nasa tm x 58001 may 1966,,,2.2923813958186656e-09,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.proci.2018.05.007,,,0.001981301523203527,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::nagachi masashi et al effect of flow direction on the extinction limit for flame spread over wire insulation in microgravity 47th international conference on environmental systems 16 20 july 2017 charleston sc usa 2017 dtu orbit orbit dtu dk,0.9259259259259258,0.8734126984126983,0.14155117591237681,0.6666666666666666,0.8,0.8333333333333333,1.0,0.6666666666666666,0.6666666666666666
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1080/01457632.2025.2529751,,,3.0505937651525983e-06,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,doi::10.1016/j.proci.2024.105358,,,2.6020233316141156e-07,0.0,1.0,1.0,1.0,,1.0
mlp_weighted_sqrt,mlp_weighted_sqrt,mlp,interpolation_holdout,interpolation_holdout__seed-42__fold-0,42,0,citation::takahashi shuhei et al effect of ambient gas on flame spread over a solid material in microgravity journal of the japanese society for microgravity application vol 24 no 3 2007 pp 225 230,,,0.500472433749303,0.0,0.6666666666666666,0.5,0.5,,1.0
