Citation,,,Sample,,,,,,,,,,,,,,,Flow,,,,,,,,,,,,,,,,,,Extra,,,,Outputs,,,,,Info,,,
Article (MLA),Authors,DOI,Geometry of Sample,Dimensions of sample (Wire is L m x D m; Cylinder is Core Diameter m x Outer Diameter m; Flat is L m x H m x W m; Spherical is D m),half_thickness,characteristic_length_m,Material of sample,fuel_density_kg_m3,fuel_k_W_mK,fuel_cp_J_kgK,fuel_pyrolysis_T_K,fuel_alpha_m2_s,fuel_volumetric_heat_capacity_J_m3K,core_density_kg_m3,core_k_W_mK,core_cp_J_kgK,core_volumetric_heat_capacity_J_m3K,Oxygen Concentration,diluent,gas_M,gas_cp_mass,gas_k,gas_density_kg_m3,gas_alpha_m2_s,gas_nu_m2_s,Reynolds,Peclet,Prandtl,thermal_diffusion_time,Pressure (Pa),Flow Velocity (m/s),Rig Name,Internal Geometry,Internal Dimensions ,Gravity,Facility,Ignition Method,Ignition Power (W),Ignition Time (s),Ignition,Flame Length,FSR (m/s),HRR,Smoke/ Areosols,,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.000051 m,0.0000255,0.063,Cellulose acetate sheet; MIL SPEC LP-504,1300,0.25,1500,600,1.28205E-07,1950000,1300,0.25,1500,1950000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.00507195,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.03200,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.000051 m,0.0000255,0.063,Cellulose acetate sheet; MIL SPEC LP-504,1300,0.25,1500,600,1.28205E-07,1950000,1300,0.25,1500,1950000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.00507195,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.02300,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00003 m,0.000015,0.063,Cellulosic tSpacecraftue,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.00125625,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.09800,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00003 m,0.000015,0.063,Cellulosic tSpacecraftue,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.00125625,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.09000,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00003 m,0.000015,0.063,Cellulosic tSpacecraftue,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.00125625,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.10600,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00003 m,0.000015,0.063,Cellulosic tSpacecraftue,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.00125625,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.08700,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00003 m,0.000015,0.063,Cellulosic tSpacecraftue,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.00125625,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.09800,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00003 m,0.000015,0.063,Cellulosic tSpacecraftue,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.00125625,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.08700,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00005 m,0.000025,0.063,Silkspan type 00; Manila hemp and cellulosic fibers,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.003489583,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.10500,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00005 m,0.000025,0.063,Silkspan type 00; Manila hemp and cellulosic fibers,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.003489583,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.09300,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00005 m,0.000025,0.063,Silkspan type 00; Manila hemp and cellulosic fibers,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.003489583,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.11600,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00005 m,0.000025,0.063,Silkspan type 00; Manila hemp and cellulosic fibers,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.003489583,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.09900,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00005 m,0.000025,0.063,Silkspan type 00; Manila hemp and cellulosic fibers,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.003489583,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.10200,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.00005 m,0.000025,0.063,Silkspan type 00; Manila hemp and cellulosic fibers,250,0.06,1340,620,1.79104E-07,335000,250,0.06,1340,335000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.003489583,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.09900,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.0001 m,0.00005,0.063,White bond paper type 115; 25% rag,800,0.1,1340,620,9.32836E-08,1072000,800,0.1,1340,1072000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.0268,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.02000,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.0001 m,0.00005,0.063,White bond paper type 115; 25% rag,800,0.1,1340,620,9.32836E-08,1072000,800,0.1,1340,1072000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.0268,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.01500,,,Orientation=horizontal,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.0001 m,0.00005,0.063,White bond paper type 115; 25% rag,800,0.1,1340,620,9.32836E-08,1072000,800,0.1,1340,1072000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.0268,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.02300,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.0001 m,0.00005,0.063,White bond paper type 115; 25% rag,800,0.1,1340,620,9.32836E-08,1072000,800,0.1,1340,1072000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.0268,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.01200,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.0001 m,0.00005,0.063,White bond paper type 115; 25% rag,800,0.1,1340,620,9.32836E-08,1072000,800,0.1,1340,1072000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.0268,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Ground,Wire,,,Yes,,0.02000,,,Orientation=vertical,,,
"Andracchio, Charles R., and John C. Aydelott. “Comparison of Flame Spreading over Thin Flat Surfaces in Normal Gravity and Weightlessness in an Oxygen Environment.” NASA Technical Memorandum NASA TM X-1992, 1970.","Charles R. Andracchio, John C. Aydelott",https://ntrs.nasa.gov/citations/19700016396,Flat,0.063 m x 0.063 m x 0.0001 m,0.00005,0.063,White bond paper type 115; 25% rag,800,0.1,1340,620,9.32836E-08,1072000,800,0.1,1340,1072000,0.996,N2,0.031984,919.172086,0.026298,0.452975,6.32E-05,4.10E-05,1.536585366,0.997444842,0.64913077,0.0268,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.01200,,,Orientation=vertical,,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,0.063 m x 0.063 m x 0.000025 m ,0.0000125,0.063,Cellulose acetate sheet; MIL SPEC LP-504,1300,0.25,1500,600,1.28205E-07,1950000,1300,0.25,1500,1950000,1.000,N2,0.032,918.75,0.0263,0.45297,6.32E-05,4.10E-05,1.536585366,0.996899993,0.648776186,0.00121875,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Drop Tower,Wire,,,Yes,,0.06700,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,0.063 m x 0.063 m x 0.000025 m,0.0000125,0.063,Cellulose acetate sheet; MIL SPEC LP-504,1300,0.25,1500,600,1.28205E-07,1950000,1300,0.25,1500,1950000,1.000,N2,0.032,918.75,0.0263,0.45297,6.32E-05,4.10E-05,1.536585366,0.996899993,0.648776186,0.00121875,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.05500,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,0.063 m x 0.063 m x 0.000051 m,0.0000255,0.063,Cellulose acetate sheet; MIL SPEC LP-504,1300,0.25,1500,600,1.28205E-07,1950000,1300,0.25,1500,1950000,1.000,N2,0.032,918.75,0.0263,0.45297,6.32E-05,4.10E-05,1.536585366,0.996899993,0.648776186,0.00507195,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,1.00,Drop Tower,Wire,,,Yes,,0.02900,,,"Orientation=horizontal, T_init=20C",,,
"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravity. NASA Technical Memorandum X-3055, National Aeronautics and Space Administration, May 1974","Charles R. Andracchio, Thomas H. Cochran",NASA TM X-3055,Flat,0.063 m x 0.063 m x 0.000051 m,0.0000255,0.063,Cellulose acetate sheet; MIL SPEC LP-504,1300,0.25,1500,600,1.28205E-07,1950000,1300,0.25,1500,1950000,1.000,N2,0.032,918.75,0.0263,0.45297,6.32E-05,4.10E-05,1.536585366,0.996899993,0.648776186,0.00507195,34500.00,,NASA Glenn Research Center,Cylindrical,305 mm diameter; 610 mm height,0.00,Drop Tower,Wire,,,Yes,,0.02000,,,"Orientation=horizontal, T_init=20C",,,
