model_id,model_family,feature_set,protocol,rd_mean,rd_std,rd_bt_mean,rd_bt_std,delta_RMSE_bt_minus_rd_mean,delta_RMSE_bt_minus_rd_std
xgb_pseudohuber_sqrt,xgboost,all,extrapolation_grouped,0.013460509559545558,0.0035425102435118513,0.013262016790176856,0.0036721783231552746,-0.00019849276936870358,0.000740160941644349
xgb_pseudohuber_sqrt,xgboost,all,interpolation_random,0.006803227613219174,0.0005996459707505819,0.006830382867882149,0.0006927064867168363,2.7155254662976443e-05,0.0004677028458688157
