model_id,model_family,protocol,fold_count,sample_count,paper_count_sum,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,brier_mean,brier_std,mcc_at_mcc_mean,mcc_at_mcc_std,f1_at_mcc_mean,f1_at_mcc_std,balanced_accuracy_at_mcc_mean,balanced_accuracy_at_mcc_std,sensitivity_at_mcc_mean,sensitivity_at_mcc_std,specificity_at_mcc_mean,specificity_at_mcc_std,precision_at_mcc_mean,precision_at_mcc_std,mcc_at_f1_mean,mcc_at_f1_std,f1_at_f1_mean,f1_at_f1_std,balanced_accuracy_at_f1_mean,balanced_accuracy_at_f1_std,sensitivity_at_f1_mean,sensitivity_at_f1_std,specificity_at_f1_mean,specificity_at_f1_std,precision_at_f1_mean,precision_at_f1_std,mcc_at_balanced_accuracy_mean,mcc_at_balanced_accuracy_std,f1_at_balanced_accuracy_mean,f1_at_balanced_accuracy_std,balanced_accuracy_at_balanced_accuracy_mean,balanced_accuracy_at_balanced_accuracy_std,sensitivity_at_balanced_accuracy_mean,sensitivity_at_balanced_accuracy_std,specificity_at_balanced_accuracy_mean,specificity_at_balanced_accuracy_std,precision_at_balanced_accuracy_mean,precision_at_balanced_accuracy_std,mcc_at_youden_j_mean,mcc_at_youden_j_std,f1_at_youden_j_mean,f1_at_youden_j_std,balanced_accuracy_at_youden_j_mean,balanced_accuracy_at_youden_j_std,sensitivity_at_youden_j_mean,sensitivity_at_youden_j_std,specificity_at_youden_j_mean,specificity_at_youden_j_std,precision_at_youden_j_mean,precision_at_youden_j_std
knn_distance_sqrt,knn,interpolation_stratified,15,13461,1213,0.8318702583767383,0.011410399758449168,0.9336953241576978,0.005977051867056886,0.17842574948418982,0.008233436235652607,0.46826212306738174,0.025283824450147797,0.810571017073924,0.020903078257593993,0.7659201811531428,0.015291900306391165,0.7253999399835099,0.040900526057003936,0.8064404223227755,0.056437110234397465,0.921039367669173,0.018966781397316983,0.282120819400657,0.12276403322447985,0.8670770511732795,0.004657890997643897,0.605856550851605,0.053228205117863164,0.9494410600194033,0.029497523379669096,0.2622720416838064,0.1346432895243717,0.7990922140419364,0.023744569853912368,0.4732531671918039,0.02626013584056298,0.8008146149226726,0.019109205067955472,0.7712987852292877,0.015689504572514626,0.7035217443239258,0.03532532402314682,0.8390758261346498,0.048936916742331416,0.9313865862090259,0.01710832463987307,0.4732531671918039,0.02626013584056298,0.8008146149226726,0.019109205067955472,0.7712987852292877,0.015689504572514626,0.7035217443239258,0.03532532402314682,0.8390758261346498,0.048936916742331416,0.9313865862090259,0.01710832463987307
knn_distance_sqrt,knn,lopo,87,4487,87,0.6041915462400612,0.22411133288835208,0.7791492218784676,0.18670610820679345,0.1724439830774235,0.17346509799787002,0.06523342790524951,0.17981395888013335,0.7321729245084783,0.32411764476406896,0.7069516131746478,0.26052453350016536,0.7264221070508424,0.35812005070777325,0.5176409659125689,0.40803482505804883,0.8883270542390912,0.18655318304703153,-0.0018174009541197583,0.016951587590520265,0.9029346938674768,0.13111174699620232,0.7409642401021711,0.25090784717353226,0.9932630906768838,0.04886126514319091,0.0,0.0,0.8522419284316599,0.1932146509011548,0.0596233096996428,0.16967116649928582,0.7083884428851844,0.3344959448328141,0.6863990365147938,0.26961116707861926,0.694708145001233,0.36842804620407726,0.5389127111426475,0.41999574415149593,0.8870504422295931,0.19055076780226324,0.0596233096996428,0.16967116649928582,0.7083884428851844,0.3344959448328141,0.6863990365147938,0.26961116707861926,0.694708145001233,0.36842804620407726,0.5389127111426475,0.41999574415149593,0.8870504422295931,0.19055076780226324
knn_weighted_inverse,knn,extrapolation_grouped,15,13461,261,0.6309239015153079,0.05309298289741492,0.826199303294808,0.03943609577738349,0.234808198203907,0.042439512883184476,0.17114138922032698,0.09116550097507753,0.7287987193919191,0.06692941815814231,0.5953881593386913,0.05158978432773523,0.6705725812533316,0.12136446078539281,0.520203737424051,0.1909298450768801,0.8186352972755816,0.040147905088003095,0.008923964871304183,0.040328885745385096,0.860489826023948,0.013306507368251048,0.5009576075717808,0.00393185914498124,0.9998950131233595,0.0004066124247986897,0.00202020202020202,0.007824208780217005,0.7554210524381875,0.020295966882996425,0.1894158114386773,0.08665575640489223,0.7089177990484906,0.07490155711332466,0.6062099407972373,0.04850306357712509,0.6336748558650652,0.12536660713487663,0.5787450257294091,0.18014278725732494,0.8300061783047662,0.04509985204588161,0.1894158114386773,0.08665575640489223,0.7089177990484906,0.07490155711332466,0.6062099407972373,0.04850306357712509,0.6336748558650652,0.12536660713487663,0.5787450257294091,0.18014278725732494,0.8300061783047662,0.04509985204588161
knn_weighted_inverse,knn,interpolation_holdout,3,2694,245,0.811708116947495,0.011257606704453133,0.9249612371732622,0.006115210252587379,0.18762085071246937,0.0019491497113626032,0.4164492407616762,0.02212457759720549,0.7889794828761475,0.007890325498489902,0.7384755742997119,0.012617832336110172,0.6986706056129984,0.008984878183601459,0.7782805429864252,0.019723524631405757,0.9061393914819199,0.00813188630682454,0.2821678503352613,0.04426305383258575,0.8656479582594448,0.0076641592553432945,0.594505749123874,0.021468103240717896,0.9537173806006893,0.022611447569089133,0.2352941176470588,0.05776988839277694,0.7927220251998107,0.00963834538844415,0.41488585687787644,0.026679004654845875,0.7809926712181148,0.005453750548213573,0.7386315280571948,0.01608434014557848,0.6838995568685377,0.008862629246676523,0.7933634992458521,0.03629324107244633,0.9104199281107886,0.01370119036646334,0.41488585687787644,0.026679004654845875,0.7809926712181148,0.005453750548213573,0.7386315280571948,0.01608434014557848,0.6838995568685377,0.008862629246676523,0.7933634992458521,0.03629324107244633,0.9104199281107886,0.01370119036646334
knn_weighted_inverse,knn,interpolation_stratified,15,13461,1213,0.8270975297228023,0.01607717374069206,0.9324955098898988,0.007155295808983901,0.17933362729099458,0.009803448695901147,0.463984689472079,0.030915019614479875,0.8070899789428931,0.01628684865611524,0.7642404456862373,0.02001980018866371,0.719287143943433,0.035093064101819095,0.8091937474290417,0.06397874400706155,0.9215323194769195,0.021447860623271527,0.2494269412259027,0.10377480117454321,0.8632325752011067,0.0064101616381016585,0.5881888672604968,0.04225329439030389,0.9514264113343763,0.02583236234040825,0.2249513231866173,0.10658939837438619,0.7907816206732297,0.018273488417444948,0.46273013536395935,0.029128074874864143,0.7896263972621731,0.016788649042760156,0.7667161315061287,0.01672176685051988,0.684999519285396,0.026210747399125593,0.8484327437268615,0.03455289999731614,0.9329540085010118,0.013348025183335563,0.46273013536395935,0.029128074874864143,0.7896263972621731,0.016788649042760156,0.7667161315061287,0.01672176685051988,0.684999519285396,0.026210747399125593,0.8484327437268615,0.03455289999731614,0.9329540085010118,0.013348025183335563
knn_weighted_inverse,knn,lopo,87,4487,87,0.5857993627902869,0.20810116056604175,0.7649720044874612,0.19778854317127825,0.17682176134748168,0.1838624400306229,0.06351762280379548,0.22048665893185007,0.7536728580752128,0.30618814784613513,0.7015045847941286,0.2748481452075536,0.7462594466562649,0.33814954331895947,0.4774910929248842,0.40253915014036296,0.8816412283313605,0.2067820745687076,0.0,0.0,0.9055546880980487,0.1294398063653321,0.74447391688771,0.24994680949870735,0.9973474801061009,0.024741058496256803,0.0,0.0,0.8524629717561514,0.19310729345501496,0.06197264929462951,0.21898483230557841,0.7323868645248699,0.3092618433197003,0.6864136986256547,0.28234153111526894,0.7176616816983437,0.34694964469168527,0.4932037753042332,0.40305362570634257,0.8819009564288705,0.2070428664323565,0.06197264929462951,0.21898483230557841,0.7323868645248699,0.3092618433197003,0.6864136986256547,0.28234153111526894,0.7176616816983437,0.34694964469168527,0.4932037753042332,0.40305362570634257,0.8819009564288705,0.2070428664323565
knn_weighted_sqrt,knn,extrapolation_grouped,15,13461,261,0.6688272377283989,0.057129400249845544,0.8470882299942921,0.04065084956386557,0.22053095228395472,0.03342369812316711,0.19513379193139843,0.10562914434558428,0.6841068173236747,0.12342527213656707,0.6056558088406825,0.06542908974517801,0.6063102299245688,0.1882542704471576,0.6050013877567959,0.2475870269372987,0.8396847235549784,0.056806335028255675,0.005305323938756445,0.02198233834247053,0.8575481879316006,0.015011947286676127,0.50080926957809,0.0022956696767025123,0.9926523555813008,0.02761274898493223,0.008966183574879227,0.030942519508074424,0.7553961935224571,0.020051662866585822,0.2105340033401298,0.10412613831858757,0.7019261038450428,0.08790036878240069,0.6159159133485541,0.0595327579033737,0.6194879182151626,0.1441585253717948,0.6123439084819453,0.17878866582243544,0.835719923091642,0.04442830896534743,0.2105340033401298,0.10412613831858757,0.7019261038450428,0.08790036878240069,0.6159159133485541,0.0595327579033737,0.6194879182151626,0.1441585253717948,0.6123439084819453,0.17878866582243544,0.835719923091642,0.04442830896534743
knn_weighted_sqrt,knn,interpolation_holdout,3,2694,245,0.8278237098725412,0.01485526526204992,0.9295783214887744,0.005184004381625602,0.17818533979637974,0.012402638702564433,0.48138533414899176,0.0334775819466835,0.8161541613248016,0.01104218964967344,0.7735774232429025,0.023560811156497878,0.7311669128508124,0.033390412276092504,0.8159879336349926,0.07919629316938206,0.9254341660425357,0.027388701145837538,0.18159060211072076,0.17613247136991517,0.8618620096582772,0.007568779072604706,0.5662625236437036,0.06912116025479462,0.9620876415558838,0.033499140705414175,0.17043740573152336,0.169688285496157,0.7817228087093325,0.029597475539879636,0.4724517276181832,0.03876331227312968,0.7875563779755397,0.017470625761014606,0.7731385248111288,0.02204529693571557,0.6774987690792713,0.019670097838934697,0.8687782805429864,0.025193503904208266,0.9404138463715682,0.012297295495565172,0.4724517276181832,0.03876331227312968,0.7875563779755397,0.017470625761014606,0.7731385248111288,0.02204529693571557,0.6774987690792713,0.019670097838934697,0.8687782805429864,0.025193503904208266,0.9404138463715682,0.012297295495565172
knn_weighted_sqrt,knn,interpolation_stratified,15,13461,1213,0.8324698490410892,0.01219701662689817,0.9339745534786815,0.006358995281137995,0.1777798469326558,0.007504119722624607,0.4645666499838297,0.030177922600038504,0.8074478477879244,0.021347184402559848,0.7638252829956981,0.021474513829405413,0.7208714627417048,0.04708195325626054,0.8067791032496917,0.08042804630829972,0.921571912254549,0.025137360088503053,0.32457397390894366,0.09847047117706573,0.8683714175055816,0.005723024825290615,0.6279232107067848,0.04659432087631107,0.9382185590798249,0.029220719658740523,0.31762786233374474,0.11988271606154605,0.8093246850203044,0.021678277447329874,0.47085773866350394,0.026161762536406896,0.7978884136619084,0.01775177897418811,0.7704906268597893,0.015110473793400601,0.6983006010389262,0.030536743161407517,0.8426806526806527,0.03947246673747076,0.9320355360381968,0.014140781875534681,0.47085773866350394,0.026161762536406896,0.7978884136619084,0.01775177897418811,0.7704906268597893,0.015110473793400601,0.6983006010389262,0.030536743161407517,0.8426806526806527,0.03947246673747076,0.9320355360381968,0.014140781875534681
knn_weighted_sqrt,knn,lopo,87,4487,87,0.6433085277830868,0.22240120407960629,0.8030019810869643,0.19550620356427573,0.17031159248021877,0.15687199063933033,0.06722013272318639,0.20242155459089983,0.7287276591706301,0.32524717371667583,0.6952959724913687,0.2671712557903826,0.7095277484454404,0.35579713213625525,0.5361944532081975,0.41272411115500734,0.8881801357841744,0.19976238602178892,-0.00017849080025983478,0.0017239076306010603,0.9065688482333465,0.13055017545177566,0.7470902995471961,0.2514688603322086,0.9982514803204457,0.01560243060401291,0.0033143939393939395,0.021985202208795268,0.8524613877056781,0.19310355009766458,0.07308100692437275,0.1891635051701046,0.7127549902778646,0.32903402373681717,0.6927733500856774,0.2666225280697838,0.6891620185132097,0.3609470234630681,0.579159406914778,0.42362581611685535,0.897454582891317,0.19852138866638258,0.07308100692437275,0.1891635051701046,0.7127549902778646,0.32903402373681717,0.6927733500856774,0.2666225280697838,0.6891620185132097,0.3609470234630681,0.579159406914778,0.42362581611685535,0.897454582891317,0.19852138866638258
