split_id,protocol,seed,fold,model_id,model_family,n_test_rows,n_test_papers,roc_auc,pr_auc,brier,mcc_at_mcc,f1_at_mcc,balanced_accuracy_at_mcc,sensitivity_at_mcc,specificity_at_mcc,precision_at_mcc,mcc_at_f1,f1_at_f1,balanced_accuracy_at_f1,sensitivity_at_f1,specificity_at_f1,precision_at_f1,mcc_at_balanced_accuracy,f1_at_balanced_accuracy,balanced_accuracy_at_balanced_accuracy,sensitivity_at_balanced_accuracy,specificity_at_balanced_accuracy,precision_at_balanced_accuracy,mcc_at_youden_j,f1_at_youden_j,balanced_accuracy_at_youden_j,sensitivity_at_youden_j,specificity_at_youden_j,precision_at_youden_j
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,knn_distance_sqrt,knn,884,16,0.597466849958473,0.8051505170258767,0.25788129301148927,0.1630955284551749,0.7573122529644268,0.591108915428015,0.7064896755162242,0.47572815533980584,0.8160136286201022,0.0,0.8681177976952625,0.5,1.0,0.0,0.7669683257918553,0.1630955284551749,0.7573122529644268,0.591108915428015,0.7064896755162242,0.47572815533980584,0.8160136286201022,0.1630955284551749,0.7573122529644268,0.591108915428015,0.7064896755162242,0.47572815533980584,0.8160136286201022
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,knn_distance_sqrt,knn,871,15,0.7029807735602684,0.8848410349742079,0.24942240365125937,0.330205603918396,0.6847521047708138,0.696159214732766,0.5438335809806835,0.8484848484848485,0.9242424242424242,0.0,0.8717616580310881,0.5,1.0,0.0,0.7726750861079219,0.330205603918396,0.6847521047708138,0.696159214732766,0.5438335809806835,0.8484848484848485,0.9242424242424242,0.330205603918396,0.6847521047708138,0.696159214732766,0.5438335809806835,0.8484848484848485,0.9242424242424242
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,knn_distance_sqrt,knn,898,83,0.8207590046585616,0.9249787882035996,0.17936979295553906,0.442784888140665,0.7762478485370051,0.7561640722645153,0.6661742983751846,0.8461538461538461,0.9298969072164949,0.3121686440826335,0.8745896257386737,0.5846361041860216,0.983751846381093,0.18552036199095023,0.7872340425531915,0.442784888140665,0.7762478485370051,0.7561640722645153,0.6661742983751846,0.8461538461538461,0.9298969072164949,0.442784888140665,0.7762478485370051,0.7561640722645153,0.6661742983751846,0.8461538461538461,0.9298969072164949
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,knn_distance_sqrt,knn,898,81,0.840813543915464,0.941594861638262,0.17739927920795368,0.49509573315189104,0.7821522309711286,0.7871465140993337,0.6602658788774003,0.9140271493212669,0.9592274678111588,0.3231023654279101,0.8680272108843538,0.6205177219166271,0.9423929098966026,0.2986425339366516,0.8045397225725095,0.49509573315189104,0.7821522309711286,0.7871465140993337,0.6602658788774003,0.9140271493212669,0.9592274678111588,0.49509573315189104,0.7821522309711286,0.7871465140993337,0.6602658788774003,0.9140271493212669,0.9592274678111588
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,knn_distance_sqrt,knn,898,78,0.8178181623745966,0.9233447520899996,0.181734444169485,0.44993948709813,0.8023255813953488,0.7571733158665126,0.7134416543574594,0.8009049773755657,0.9165085388994307,0.31987484994078735,0.8740053050397878,0.5975657846367726,0.9734121122599705,0.22171945701357465,0.7930204572803851,0.44993948709813,0.8023255813953488,0.7571733158665126,0.7134416543574594,0.8009049773755657,0.9165085388994307,0.44993948709813,0.8023255813953488,0.7571733158665126,0.7134416543574594,0.8009049773755657,0.9165085388994307
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,knn_distance_sqrt,knn,897,82,0.8449711293138176,0.9365180201123566,0.16834405763100171,0.49305313416402813,0.835076427996782,0.7764905331005774,0.7666174298375185,0.7863636363636364,0.9169611307420494,0.23996420102747598,0.8654353562005277,0.5685813079092252,0.9689807976366323,0.16818181818181818,0.7818831942789034,0.4826842027600281,0.8225674570727719,0.7737646031959178,0.7429837518463811,0.8045454545454546,0.9212454212454212,0.4826842027600281,0.8225674570727719,0.7737646031959178,0.7429837518463811,0.8045454545454546,0.9212454212454212
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,knn_distance_sqrt,knn,897,81,0.8289177755763206,0.9307152327936254,0.17848883299292068,0.46001953349060176,0.8357030015797788,0.7532631395753568,0.7825443786982249,0.7239819004524887,0.8966101694915254,0.40675081630840043,0.8711048158640227,0.6811260006961365,0.9097633136094675,0.45248868778280543,0.8355978260869565,0.4766654986341563,0.79073756432247,0.77536547163244,0.6819526627218935,0.8687782805429864,0.9408163265306122,0.4766654986341563,0.79073756432247,0.77536547163244,0.6819526627218935,0.8687782805429864,0.9408163265306122
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,knn_distance_sqrt,knn,897,81,0.8368631020910867,0.9351067284018604,0.17365046946788168,0.44583501605675024,0.8120915032679739,0.7522189349112427,0.735207100591716,0.7692307692307693,0.906934306569343,0.3745127202035253,0.8742268041237113,0.6468847894187261,0.9408284023668639,0.35294117647058826,0.8164313222079589,0.46383382431269154,0.7876712328767124,0.7678384963452837,0.6804733727810651,0.8552036199095022,0.9349593495934959,0.46383382431269154,0.7876712328767124,0.7678384963452837,0.6804733727810651,0.8552036199095022,0.9349593495934959
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,knn_distance_sqrt,knn,861,21,0.7000028197211295,0.8873368444015451,0.18156158125320007,-0.02307006346983444,0.8028571428571428,0.4915514105654951,0.8794992175273866,0.1036036036036036,0.7385019710906702,0.0,0.852,0.5,1.0,0.0,0.7421602787456446,-0.02307006346983444,0.8028571428571428,0.4915514105654951,0.8794992175273866,0.1036036036036036,0.7385019710906702,-0.02307006346983444,0.8028571428571428,0.4915514105654951,0.8794992175273866,0.1036036036036036,0.7385019710906702
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,knn_distance_sqrt,knn,868,16,0.5851349314035881,0.7992953001881142,0.2515052479374196,0.11940766785868526,0.6559139784946236,0.5711141263380068,0.5462686567164179,0.5959595959595959,0.820627802690583,-0.01846229325603563,0.870527000650618,0.4992537313432836,0.9985074626865672,0.0,0.7716262975778547,0.11940766785868526,0.6559139784946236,0.5711141263380068,0.5462686567164179,0.5959595959595959,0.820627802690583,0.11940766785868526,0.6559139784946236,0.5711141263380068,0.5462686567164179,0.5959595959595959,0.820627802690583
