model_id,model_family,feature_set,augmentation,random_RMSE_mean,random_RMSE_std,grouped_RMSE_mean,grouped_RMSE_std,generalization_gap_mean,generalization_gap_std
xgb_absoluteerror_inverse,xgboost,all,rd_bt,0.006625918163005684,0.0006839668720023926,0.01263176956488157,0.00387180161151016,0.006005851401875886,0.003820478192732102
xgb_absoluteerror_inverse,xgboost,all,rd,0.006614894056203259,0.0006550780167338428,0.01273953332476729,0.003942958391479369,0.006124639268564032,0.003727585039563406
