model_id,model_family,feature_set,protocol,augmentation,paper_id,paper_label,n_predictions,n_unique_rows,R2,RMSE,MAE,MAPE,MBE,NRMSE,n
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/j.combustflame.2020.12.005,"Carney, Ama, Yanjun Li, Ya-Ting Liao, Sandra Olson, and Paul Ferkul. ""Concurrent-flow flame spread over thin discrete fu",16,8,-12.64554687872069,0.1298293563949992,0.1231588189990726,86.1013906264277,-0.1231588189990726,0.9273525456785658,16
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1007/s10694-019-00878-w,"Vetturini, Anthony, Wohan Cui, Ya-Ting Liao, Sandra Olson, and Paul Ferkul. ""Flame Spread Over Ultra-thin Solids: Effect",44,11,-1.3998675961642042,0.0834151975791173,0.0724320305875418,444.680920609725,-0.0370938489192927,1.0584463875536865,44
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::meyer florian jan hei meier hans christoph ries and christian eigenbrod sooting behavior in concurrent and upward burning of cylindrical pmma samples 52nd international conference on environmental systems ices 2023 171 calgary canada 16 20 july 2023,"Meyer, Florian, Jan Heißmeier, Hans?Christoph Ries, and Christian Eigenbrod. ""Sooting Behavior in Concurrent and Upward ",18,6,-8394.72296020103,0.0454689284841509,0.0228102089057283,1460.5808941626185,0.0216412606288078,24.078867687988165,18
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1080/00102200490276773,"Olson, Sandra L., et al. “Sounding Rocket Microgravity Experiments Elucidating Diffusive and Radiative Transport Effects",162,54,-0.9152042708646178,0.021948458958512,0.0165000560456542,53.86976537909342,-0.0164519626597517,0.8221537068255083,162
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::son youngjin paul d ronney and suleyman gokoglu comparison of carbon dioxide and helium as fire extinguishing agents for spacecraft nasa cp 2004 213205 vol2 2004 pp 409 418,"Son, Youngjin, Paul D. Ronney, and Suleyman Gokoglu. ""Comparison of Carbon Dioxide and Helium as Fire Extinguishing Agen",89,89,-0.069641782255547,0.0213337248105285,0.0160939822677033,85.46254037935505,-0.0101257235329728,0.8011872043652557,89
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::andracchio charles r and thomas h cochran burning of solids in oxygen rich environments in normal and reduced gravity nasa technical memorandum x 3055 national aeronautics and space administration may 1974,"Andracchio, Charles R., and Thomas H. Cochran. Burning of Solids in Oxygen-Rich Environments in Normal and Reduced Gravi",36,18,0.4473475050997778,0.0211042685444776,0.0144363525571922,29.0570923872729,-0.0102672714462711,0.4543981265557381,36
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/j.combustflame.2022.112559,"Olson, Sandra L., et al. “The Effect of Duct Size, Sample Size, and Fuel Composition on Concurrent Flame Spread over Lar",16,8,-365.5097403284083,0.019024415065234,0.0134405818168073,496.46553540346446,0.0124267761657945,6.448954259401365,16
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/s1540-7489(02)80315-7,"Son, Youngjin, and Paul D. Ronney. ""Radiation-Driven Flame Spread over Thermally Thick Fuels in Quiescent 0 Environments",80,40,-0.0934334050208645,0.0186762607776351,0.0155518075273334,147.52073250758343,0.0095427950700968,0.6534673691669998,80
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/j.combustflame.2009.01.015,"Olson, Sandra L., et al. “Experimental Comparison of Opposed and Concurrent Flame Spread in a Forced Convective 0 Enviro",208,52,-1.0524056804936976,0.0183898117544574,0.0139693726823593,69.98375051643583,-0.0070686757446052,0.8641516457905161,208
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/j.combustflame.2022.112009,"Rojas-Alva, Ulises, Frederik Møller-Poulsen, Sze-Lok Man, Cameron Creamer, David Hanna, and Grunde Jomaas. ""Flame Spread",90,45,-42.90405080115165,0.0178237176655408,0.0126763194890013,1203.0553044477158,0.0124970562423624,8.423307025302853,90
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/s0082-0784(06)80816-7,"Sacksteder, Kurt R., and James S. T’ien. “Buoyant Downward Diffusion Flame Spread and Extinction in Partial-Gravity Acce",37,37,-21.38182410084493,0.0140986843841633,0.0139063636769796,222.69451125847667,0.0139063636769796,1.7748071659432687,37
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::kimzey john howard flammability during weightlessness nasa technical memorandum nasa tm x 58001 may 1966,"Kimzey, John Howard. ""Flammability During Weightlessness."" NASA Technical Memorandum NASA TM X-58001, May 1966.",15,15,-1.759152884426178,0.0130443103479722,0.0101425087048063,263.30952020275754,0.0071435278758058,1.4057378778617935,15
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::mell w e s l olson and t kashiwagi flame spread along free edges of thermally thin samples in 0 proceedings of the combustion institute vol 28 no 2 2000 pp 2843 2849,"Mell, W. E., S. L. Olson, and T. Kashiwagi. ""Flame Spread along Free Edges of Thermally Thin Samples in 0."" Proceedings ",44,11,-384.3407100158353,0.0105801646462905,0.0091132372317665,488.0233938852,0.0091132372317665,5.326398677766413,44
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1007/s12217-022-09945-4,"Zhu, Feng, Xinyan Huang, and Shuangfeng Wang. ""Flame Spread over Polyethylene Film: Effects of Gravity and Fuel Inclinat",33,11,-3.752157066200272,0.0104447609426599,0.0093264904831846,178.69159401283108,0.0087624212458729,1.1699834049822782,33
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::andracchio charles r and thomas h cochran gravity effects on flame spreading over solid surfaces nasa technical note d 8228 national aeronautics and space administration may 1976,"Andracchio, Charles R., and Thomas H. Cochran. Gravity Effects on Flame Spreading over Solid Surfaces. NASA Technical No",134,67,0.8281356439101664,0.0093613565172354,0.0068953409200645,27.876835676198684,-0.0029708483042251,0.2954222065163094,134
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/j.combustflame.2009.01.015,"Olson, S. L., et al. ""Flame Spread over Thin Fuels in Actual and Simulated Microgravity Conditions."" Combustion and Flam",212,53,-201.9655479212672,0.0088722384283481,0.0053696616716875,1768.2995096259908,0.0053281464436932,8.474114916245263,212
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/j.proci.2018.05.007,"Nagachi, Masashi, et al. ""Can a spreading flame over electric wire insulation in concurrent flow achieve steady propagat",60,30,-213.7151262967916,0.0080230423867852,0.0071997267000749,266.49369712145864,0.0071997267000749,3.0199657666694746,60
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1007/s12217-015-9419-z,"Wang, Shuangfeng, Jun Hu, Yuan Xiao, Tan Ren, and Feng Zhu. ""Opposed-flow Flame Spread Over Solid Fuels in Microgravity:",21,7,-17.209261535533347,0.0072958574747057,0.0070802888024492,60.872951474852535,-0.0070802888024492,0.6389466073181607,21
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::grayson g d k r sacksteder p v ferkul and j s t ien flame spreading over a thin solid in low speed concurrent flow drop tower experimental results and comparison with theory 0 science and technology vii 2 1994,"Grayson, G. D., K. R. Sacksteder, P. V. Ferkul, and J. S. T’ien. 'Flame Spreading Over a Thin Solid in Low-speed Concurr",72,18,-10.006095522059647,0.0072325090060806,0.0048065349650568,90.71748128572784,0.0044571371877255,1.3660562655766266,72
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/s1540-7489(02)80314-5,"Takahashi, Shuhei, Manabu Kondou, Kazunori Wakai, and Subrata Bhattacharjee. ""Effect of radiation loss on flame spread o",138,69,0.6541312428617243,0.0071747314634401,0.0053310404424377,66.21639792181972,0.0019022899480247,0.6031683695323508,138
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::s nchez tarifa c and m rodr guez combustion and flammability characteristics of solids at microgravity in very small velocity flows second european symposium on utilisation of the international space station nov 1998,"Sánchez-Tarifa, C., and M. Rodríguez. ""Combustion and Flammability Characteristics of Solids at Microgravity in Very Sma",26,13,-22.09329214965927,0.0066029157058202,0.0056540751250531,419.51473428949504,0.0054925112067578,3.72398716597236,26
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::friedman robert brian jackson and sandra olson testing and selection of fire resistant materials for spacecraft use nasa technical memorandum 2000 209773 mar 2000 nasa sti program office glenn research center cleveland ohio,"Friedman, Robert, Brian Jackson, and Sandra Olson. ""Testing and Selection of Fire-Resistant Materials for Spacecraft Use",152,76,0.8657858315681869,0.0064966456422316,0.0047224104551696,30.992207893391495,0.0006454313841108,0.2833869418639778,152
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::olson s l and j s t ien near limit flame spread over a thin solid fuel in 0 symposium international on combustion vol 22 no 1 1988 pp 1213 1222 the combustion institute,"Olson, S. L., and J. S. T’ien. “Near-Limit Flame Spread over a Thin Solid Fuel in 0.” Symposium (International) on Combu",120,60,0.8663640853086132,0.0064250753184309,0.0043071092376857,45.1656855561607,0.0004354449253503,0.2995745540283633,120
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1080/00102209108951711,"Olson, S. L., et al. “Mechanisms of Microgravity Flame Spread over a Thin Solid Fuel: Oxygen and Opposed Flow Effects.” ",60,30,-0.6666012126632626,0.0063391197793014,0.0054580711947903,41.391968986941954,-0.004841322008945,0.475053940295374,60
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::takahashi shuhei takeshi nagumo kazunori wakai and subrata bhattacharjee effects of ambient condition on flame spread over a thin pmma sheet jsme international journal series b 43 4 2000 556 562,"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Condition on Flame Spre",465,93,0.7974818728324878,0.0060531381675514,0.0035326206749241,364.6323341008776,-0.0002217721991771,0.9177252564879724,465
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::urban david l interactions between flames on parallel solid surfaces nasa 0 combustion workshop n96 15588 1997,"Urban, David L. “Interactions between Flames on Parallel Solid Surfaces.” NASA 0 Combustion Workshop N96-15588 (1997)",10,10,-2.067815725328812,0.005833555934028,0.0047566594213843,50.30677884228479,0.004402228039205,0.472161548687011,10
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::ferkul paul v et al combustion experiments on the mir space station 37th aerospace sciences meeting and exhibit american institute of aeronautics and astronautics 1999 paper aiaa 99 0439,"Ferkul, Paul V., et al. “Combustion Experiments on the Mir Space Station.” 37th Aerospace Sciences Meeting and Exhibit, ",8,4,-488.1275603656588,0.0045593772947125,0.0045083526561268,343.60098973428603,-0.0022149312803754,3.3773165146019024,8
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1007/s10694-019-00896-8,"Wu, Chuanjia, Shuangfeng Wang, Feng Zhu, Xinyan Huang, and Yongli Yin. ""Opposed Flame Spread over Cylindrical PMMA Under",82,82,-47.527886828914,0.0042693682383644,0.0036070152865934,766.2533836897896,0.0035828907794629,6.153773871434061,82
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,citation::takahashi shuhei et al effect of ambient gas on flame spread over a solid material in microgravity journal of the japanese society for microgravity application vol 24 no 3 2007 pp 225 230,"Takahashi, Shuhei, et al. “Effect of Ambient Gas on Flame Spread over a Solid Material in Microgravity.” Journal of the ",28,14,-0.0781525858189937,0.003558227957747,0.0030383171969905,51.73001974940682,-0.0025431220214135,0.5580283567655306,28
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/j.combustflame.2020.12.042,"Li, Yanjun, et al. ""Experimental study of concurrent-flow flame spread over thin solids in confined space in 0."" Combust",8,4,-74.89658789832099,0.0031711666459723,0.0025058953324332,150.50594503537965,0.0019090014351531,1.8120952262699157,8
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/s0082-0784(89)80132-8,"Olson, S. L., and J. S. T’ien. “Near-Limit Flame Spread over a Thin Solid Fuel in Microgravity.” Symposium (Internationa",9,9,-1.2302721521418007,0.0031223898010195,0.0023999387388841,82.34696718608183,0.0023999387388841,0.7337208409706446,9
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/j.proci.2024.105199,"Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, and Osamu Fujita. ""Downward flame spread and extinction over electric w",68,17,-2.598494775939308,0.0029876116693282,0.0023074808298846,72.50217935022948,-0.0004075358351983,0.8191838448158236,68
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1080/01457632.2025.2529751,"Basavanahalli Vrushabhendra, Manu, Kambam Naresh, Amit Kumar, Akash Gupta, and Payal Sharma. ""Role of Heat Transfer on D",16,8,-0.8453869982480164,0.0028971195347623,0.0023075602751871,66.74704275389973,-0.0023075602751871,0.8856307328276309,16
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/j.firesaf.2015.11.011,"Bhattacharjee, Subrata, Matthew Laue, Luca Carmignani, Paul Ferkul, and Sandra Olson. ""Opposed-Flow Flame Spread: A Comp",34,17,-0.3348485353166461,0.0025904532457092,0.0018005918538055,59.20930354703491,0.0014328576218785,0.6660269990480652,34
xgb_absoluteerror_sqrt,xgboost,all,extrapolation_grouped,rd,doi::10.1016/s0010-2180(00)00249-2,"Olson, Sandra L., et al. “Experimental Observations of Spot Radiative Ignition and Subsequent Three-Dimensional Flame Sp",160,40,-0.3130699866114186,0.0025207424588092,0.0018779410054162,101.77291761776088,-0.0010026861802789,0.8947528472124461,160
