candidate_id,model_family,paper_weight,fixed_params,accelerator,weighting_policy
mlp_paper_sqrt,mlp,sqrt,{},gpu,"{""paper_weight"": ""sqrt"", ""unsupported_fit_weight_strategy"": ""deterministic_weighted_resampling""}"
