model_id,protocol,metric,estimate,ci_low,ci_high,confidence_level,iterations,resampling_unit,repeat_aggregation
decision_tree_all,extrapolation_grouped,roc_auc,0.667206828368749,0.5653386543914268,0.7661819357420087,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_all,extrapolation_grouped,pr_auc,0.8086065761332036,0.7448144803717,0.9144334924900167,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_all,extrapolation_grouped,brier,0.19429454184846734,0.1448655714681511,0.23339422733198456,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_all,interpolation_holdout,roc_auc,0.8704926449251098,0.8543719133347204,0.8862776492467848,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_all,interpolation_holdout,pr_auc,0.9472975778195457,0.9373497309306734,0.9570029435396299,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_all,interpolation_holdout,brier,0.1467788838562119,0.1350780850222105,0.157821197736194,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_all,interpolation_stratified,roc_auc,0.8823210964189971,0.8717512337934642,0.89240632840863,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_all,interpolation_stratified,pr_auc,0.9581986039645757,0.9527077279858518,0.9633543385956305,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_all,interpolation_stratified,brier,0.13511849277142512,0.12896741601039052,0.14166474110675167,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_all,lopo,roc_auc,0.6338209978201663,0.5739728361476151,0.7061011808756728,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_all,lopo,pr_auc,0.8035769234908952,0.7406561626975409,0.8750788058493683,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_all,lopo,brier,0.2282880362472607,0.17442870794117063,0.2736957829628586,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_physics,extrapolation_grouped,roc_auc,0.6791875189869371,0.6128305440530357,0.7566342637927991,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_physics,extrapolation_grouped,pr_auc,0.8446496575723449,0.7762205961539337,0.9236226509712095,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_physics,extrapolation_grouped,brier,0.19899089194048858,0.15873039494318933,0.23361964978859256,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_physics,interpolation_holdout,roc_auc,0.8439580124556352,0.825494486665115,0.8618536835232932,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_physics,interpolation_holdout,pr_auc,0.9350489776692434,0.9230635897075056,0.9458265269973835,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_physics,interpolation_holdout,brier,0.16146789243416293,0.15077643408268815,0.17253252749316675,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_physics,interpolation_stratified,roc_auc,0.8668462764284839,0.8556032975551514,0.878148969577487,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_physics,interpolation_stratified,pr_auc,0.9524952029916397,0.9464279121630697,0.9583690022214342,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_physics,interpolation_stratified,brier,0.1439218008830556,0.13744545772900918,0.15045028642571023,0.95,2000,unique_row_id,mean probability per row_id before resampling
decision_tree_physics,lopo,roc_auc,0.6472277739581834,0.5768673880636994,0.7430037331917526,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_physics,lopo,pr_auc,0.823194363653177,0.7407718303938398,0.917951976556212,0.95,2000,canonical_paper,mean probability per row_id before resampling
decision_tree_physics,lopo,brier,0.2233533225272832,0.17534879973472994,0.2643292685822586,0.95,2000,canonical_paper,mean probability per row_id before resampling
