split_id,protocol,seed,fold,model_id,model_family,feature_set,n_test_rows,n_test_papers,roc_auc,pr_auc,brier,mcc_at_mcc,f1_at_mcc,balanced_accuracy_at_mcc,sensitivity_at_mcc,specificity_at_mcc,precision_at_mcc,mcc_at_f1,f1_at_f1,balanced_accuracy_at_f1,sensitivity_at_f1,specificity_at_f1,precision_at_f1,mcc_at_balanced_accuracy,f1_at_balanced_accuracy,balanced_accuracy_at_balanced_accuracy,sensitivity_at_balanced_accuracy,specificity_at_balanced_accuracy,precision_at_balanced_accuracy,mcc_at_youden_j,f1_at_youden_j,balanced_accuracy_at_youden_j,sensitivity_at_youden_j,specificity_at_youden_j,precision_at_youden_j
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all,decision_tree,all,901,82,0.8791389406441309,0.9480208092995366,0.14120228577346725,0.545915064199635,0.8352553542009885,0.8117081447963801,0.7455882352941177,0.8778280542986425,0.949438202247191,0.4430788439274312,0.8893387314439946,0.6610294117647059,0.9691176470588235,0.35294117647058826,0.8216957605985037,0.5417860834844087,0.8218487394957983,0.8120475113122172,0.7191176470588235,0.9049773755656109,0.9588235294117647,0.5417860834844087,0.8218487394957983,0.8120475113122172,0.7191176470588235,0.9049773755656109,0.9588235294117647
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,decision_tree_all,decision_tree,all,901,81,0.8760047910566942,0.9556718439258394,0.14629344421905424,0.5402552279098248,0.8472668810289389,0.803789592760181,0.775,0.832579185520362,0.9343971631205674,0.42493691046132476,0.8877005347593583,0.6443438914027149,0.9764705882352941,0.31221719457013575,0.8137254901960784,0.557778005772771,0.8233305156382079,0.8218891402714932,0.7161764705882353,0.9276018099547512,0.9681908548707754,0.557778005772771,0.8233305156382079,0.8218891402714932,0.7161764705882353,0.9276018099547512,0.9681908548707754
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,decision_tree_all,decision_tree,all,900,81,0.8509519588961676,0.9398794495876287,0.1555509466152026,0.5116199680959739,0.8437001594896332,0.7854710480544319,0.7790868924889544,0.7918552036199095,0.92,0.296310290960838,0.8727034120734908,0.5824509026449596,0.979381443298969,0.18552036199095023,0.7869822485207101,0.5124471552146396,0.8413461538461539,0.7870504268321128,0.7731958762886598,0.8009049773755657,0.9226713532513181,0.5124471552146396,0.8413461538461539,0.7870504268321128,0.7731958762886598,0.8009049773755657,0.9226713532513181
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,decision_tree_all,decision_tree,all,900,81,0.8317395157904557,0.9231928798661642,0.16501020795092758,0.4375559058503335,0.7652173913043478,0.7538701444098654,0.6480117820324006,0.8597285067873304,0.9341825902335457,0.39546956133255096,0.8823133826496301,0.639171925709221,0.9661266568483063,0.31221719457013575,0.8118811881188119,0.4375559058503335,0.7652173913043478,0.7538701444098654,0.6480117820324006,0.8597285067873304,0.9341825902335457,0.4375559058503335,0.7652173913043478,0.7538701444098654,0.6480117820324006,0.8597285067873304,0.9341825902335457
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,decision_tree_all,decision_tree,all,900,80,0.833145629385775,0.9191138018659849,0.16509764197049479,0.5001261085767335,0.8140116763969975,0.7869537981727187,0.7187039764359352,0.8552036199095022,0.9384615384615385,0.3986763762326795,0.8833780160857909,0.6368561699065034,0.9705449189985272,0.3031674208144796,0.8105781057810578,0.5001261085767335,0.8140116763969975,0.7869537981727187,0.7187039764359352,0.8552036199095022,0.9384615384615385,0.5001261085767335,0.8140116763969975,0.7869537981727187,0.7187039764359352,0.8552036199095022,0.9384615384615385
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,decision_tree_all,decision_tree,all,900,81,0.8672422180608961,0.9466600800928207,0.14620437914572176,0.5299375648516749,0.83003300330033,0.8025243404260991,0.7407952871870398,0.8642533936651584,0.9437148217636022,0.4522724411391589,0.875,0.7131594906003639,0.8969072164948454,0.5294117647058824,0.8541374474053296,0.5299375648516749,0.83003300330033,0.8025243404260991,0.7407952871870398,0.8642533936651584,0.9437148217636022,0.5299375648516749,0.83003300330033,0.8025243404260991,0.7407952871870398,0.8642533936651584,0.9437148217636022
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,decision_tree_all,decision_tree,all,872,20,0.576125919117647,0.808569141682979,0.25883978243620936,0.0933504364052968,0.7096774193548387,0.5550245098039216,0.6308823529411764,0.4791666666666667,0.8109640831758034,0.0,0.8762886597938144,0.5,1.0,0.0,0.7798165137614679,0.0933504364052968,0.7096774193548387,0.5550245098039216,0.6308823529411764,0.4791666666666667,0.8109640831758034,0.0933504364052968,0.7096774193548387,0.5550245098039216,0.6308823529411764,0.4791666666666667,0.8109640831758034
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,decision_tree_all,decision_tree,all,1017,13,0.7196111795654129,0.8499908203764712,0.26321884677707597,0.2676787443523051,0.7402985074626866,0.6480886581000997,0.6693657219973009,0.6268115942028986,0.8280467445742905,0.3411913492842017,0.824396782841823,0.6686029454908173,0.8299595141700404,0.5072463768115942,0.8189081225033289,0.2918198359460002,0.6449957228400343,0.6619946605644547,0.5087719298245614,0.8152173913043478,0.8808411214953271,0.2918198359460002,0.6449957228400343,0.6619946605644547,0.5087719298245614,0.8152173913043478,0.8808411214953271
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,decision_tree_all,decision_tree,all,886,19,0.6309735136658214,0.813975867560258,0.2666868745307848,0.03984118333753317,0.46936656282450673,0.5219216680755142,0.3343195266272189,0.7095238095238096,0.7874564459930313,0.0,0.8655569782330346,0.5,1.0,0.0,0.7629796839729119,0.03984118333753317,0.46936656282450673,0.5219216680755142,0.3343195266272189,0.7095238095238096,0.7874564459930313,0.03984118333753317,0.46936656282450673,0.5219216680755142,0.3343195266272189,0.7095238095238096,0.7874564459930313
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,decision_tree_all,decision_tree,all,847,19,0.5275426446069,0.7455431283536357,0.23260997995422183,0.055243956283830324,0.7604743083003953,0.5266591139042082,0.7745571658615137,0.27876106194690264,0.7468944099378882,0.0,0.8460490463215259,0.5,1.0,0.0,0.7331759149940968,0.055243956283830324,0.7604743083003953,0.5266591139042082,0.7745571658615137,0.27876106194690264,0.7468944099378882,0.055243956283830324,0.7604743083003953,0.5266591139042082,0.7745571658615137,0.27876106194690264,0.7468944099378882
