split_id,protocol,seed,fold,model_id,mcc,f1,balanced_accuracy,youden_j
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all,0.5994106996016946,0.07535121328224777,0.6485181855623113,0.6485181855623113
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,decision_tree_all,0.4373158921320472,0.10575930331732279,0.6504459770673834,0.6504459770673834
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,decision_tree_all,0.46834392044183054,0.06876968014260004,0.4820599945747707,0.4820599945747707
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,decision_tree_all,0.734252401554594,0.15727897253810888,0.734252401554594,0.734252401554594
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,decision_tree_all,0.8531505976061672,0.04559898224673905,0.8531505976061672,0.8531505976061672
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,decision_tree_all,0.5751093688658275,0.24198198433462317,0.5751093688658275,0.5751093688658275
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,decision_tree_all,0.889263109868173,0.0,0.889263109868173,0.889263109868173
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,decision_tree_all,0.41491593854346176,0.1065674538984147,0.8289445837371882,0.8289445837371882
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,decision_tree_all,0.8482655922977342,0.0,0.8482655922977342,0.8482655922977342
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,decision_tree_all,0.398205053478126,0.0,0.398205053478126,0.398205053478126
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,decision_tree_all,0.16959659511472983,0.0,0.7506246503471492,0.7506246503471492
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,decision_tree_all,0.5774093498832392,0.1182451132495833,0.6593090386836788,0.6593090386836788
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,decision_tree_all,0.5239728485178321,0.045106940870164106,0.6017369216313482,0.6017369216313482
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,decision_tree_all,0.5728005518444279,0.0751946891357079,0.6459433040078201,0.6459433040078201
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,decision_tree_all,0.448874010955569,0.09470010295280329,0.6190876602900988,0.6190876602900988
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,decision_tree_all,0.5658115559817789,0.07531273934133267,0.8320748479135647,0.8320748479135647
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,decision_tree_all,0.5271732961796411,0.07461741988326843,0.6909862024136897,0.6909862024136897
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,decision_tree_all,0.14258281325012004,0.0,0.6315488861520945,0.6315488861520945
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,decision_tree_all,0.5915734295015698,0.01298578869222974,0.5915734295015698,0.5915734295015698
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,decision_tree_all,0.8522421395013161,0.0,0.8522421395013161,0.8522421395013161
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,decision_tree_all,0.21194456013208332,0.21194456013208332,0.6814475166119189,0.6814475166119189
extrapolation_grouped__seed-43__fold-4,extrapolation_grouped,43,4,decision_tree_all,0.3985457952705033,0.0,0.3985457952705033,0.3985457952705033
interpolation_holdout__seed-44__fold-0,interpolation_holdout,44,0,decision_tree_all,0.680440563100033,0.09427232681040143,0.680440563100033,0.680440563100033
interpolation_stratified__seed-44__fold-0,interpolation_stratified,44,0,decision_tree_all,0.3724546894724556,0.14217735382957353,0.5490472748721447,0.5490472748721447
interpolation_stratified__seed-44__fold-1,interpolation_stratified,44,1,decision_tree_all,0.6406211642021138,0.11511775627870616,0.6406211642021138,0.6406211642021138
interpolation_stratified__seed-44__fold-2,interpolation_stratified,44,2,decision_tree_all,0.6468200316794391,0.14380146584567455,0.6468200316794391,0.6468200316794391
interpolation_stratified__seed-44__fold-3,interpolation_stratified,44,3,decision_tree_all,0.4343292111740717,0.1267743219422674,0.6010930215060771,0.6010930215060771
interpolation_stratified__seed-44__fold-4,interpolation_stratified,44,4,decision_tree_all,0.5230555980200305,0.09467494918198564,0.6742940800628613,0.6742940800628613
extrapolation_grouped__seed-44__fold-0,extrapolation_grouped,44,0,decision_tree_all,0.6194054415330889,0.0,0.6194054415330889,0.6194054415330889
extrapolation_grouped__seed-44__fold-1,extrapolation_grouped,44,1,decision_tree_all,0.3929654636634257,0.0,0.4116492146596859,0.4116492146596859
extrapolation_grouped__seed-44__fold-2,extrapolation_grouped,44,2,decision_tree_all,0.36236236236236297,0.0,0.6631029504923317,0.6631029504923317
extrapolation_grouped__seed-44__fold-3,extrapolation_grouped,44,3,decision_tree_all,0.2057484019819413,0.0,0.8833333418443493,0.8833333418443493
extrapolation_grouped__seed-44__fold-4,extrapolation_grouped,44,4,decision_tree_all,0.6243558908067114,0.09692132269099205,0.6243558908067114,0.6243558908067114
lopo__seed-42__fold-0,lopo,42,0,decision_tree_all,0.4950870924519874,0.0,0.4950870924519874,0.4950870924519874
lopo__seed-42__fold-1,lopo,42,1,decision_tree_all,0.7821854112038528,0.0,0.7821854112038528,0.7821854112038528
lopo__seed-42__fold-2,lopo,42,2,decision_tree_all,0.7025313523293244,0.0,0.7757197410800377,0.7757197410800377
