configuration_id,inner_fold,parameters,roc_auc,pr_auc,brier,mcc,f1,balanced_accuracy,sensitivity,specificity,precision,split_id,protocol,seed,fold,model_id
0,0,"{""criterion"": ""entropy"", ""max_depth"": 3, ""min_samples_leaf"": 2}",0.7601440134552717,0.8861569859331249,0.18435183731523794,0.42516819859013455,0.7586657946370177,0.7469590485200703,0.6401766004415012,0.8537414965986394,0.9309791332263242,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
0,1,"{""criterion"": ""entropy"", ""max_depth"": 3, ""min_samples_leaf"": 2}",0.7168873490027156,0.861347607838745,0.19668396831196464,0.34845383714962097,0.7401166558651977,0.7019102912257702,0.630939226519337,0.7728813559322034,0.8949843260188087,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
0,2,"{""criterion"": ""entropy"", ""max_depth"": 3, ""min_samples_leaf"": 2}",0.7482086337672067,0.872695622823894,0.17907621729015852,0.42093589936708203,0.817910447761194,0.7343852420638637,0.7569060773480663,0.711864406779661,0.8896103896103896,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
0,mean,"{""criterion"": ""entropy"", ""max_depth"": 3, ""min_samples_leaf"": 2}",0.7417466654083981,0.8734000721985881,0.18670400763912035,0.39818597836894587,0.7722309660878031,0.7277515272699014,0.6760073014363014,0.7794957531035013,0.9051912829518408,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
1,0,"{""criterion"": ""log_loss"", ""max_depth"": 10, ""min_samples_leaf"": 20}",0.835201078223784,0.9346195622194472,0.16754046932106026,0.48981714038439345,0.8228080931943593,0.7784723160787494,0.7406181015452539,0.8163265306122449,0.9255172413793104,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
1,1,"{""criterion"": ""log_loss"", ""max_depth"": 10, ""min_samples_leaf"": 20}",0.838526079220901,0.9379154685992135,0.16061237901258796,0.49401822598832074,0.8427299703264095,0.7736211255735556,0.7845303867403315,0.7627118644067796,0.9102564102564102,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
1,2,"{""criterion"": ""log_loss"", ""max_depth"": 10, ""min_samples_leaf"": 20}",0.8400318381870961,0.9374540184885204,0.16524982024480073,0.4714055171635595,0.8074766355140187,0.7698754565034179,0.7160220994475138,0.823728813559322,0.9257142857142857,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
1,mean,"{""criterion"": ""log_loss"", ""max_depth"": 10, ""min_samples_leaf"": 20}",0.8379196652105937,0.9366630164357269,0.1644675561928163,0.4850802945120913,0.8243382330115958,0.7739896327185743,0.7470568625776998,0.8009224028594488,0.9204959791166688,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
2,0,"{""criterion"": ""log_loss"", ""max_depth"": 5, ""min_samples_leaf"": 20}",0.8202835217972398,0.9224102424763552,0.17268043463036578,0.469853900991174,0.7951807228915663,0.771196558093436,0.6920529801324503,0.8503401360544217,0.9344262295081968,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
2,1,"{""criterion"": ""log_loss"", ""max_depth"": 5, ""min_samples_leaf"": 20}",0.7690495364734526,0.8963954854002606,0.1864448609742629,0.41320248987913,0.787765293383271,0.7367543777507257,0.6972375690607735,0.7762711864406779,0.9053084648493543,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
2,2,"{""criterion"": ""log_loss"", ""max_depth"": 5, ""min_samples_leaf"": 20}",0.7984305646596124,0.906031068750847,0.17417494947443513,0.44980149867232233,0.8381063705435418,0.7452851390579642,0.7922651933701658,0.6983050847457627,0.8895781637717122,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
2,mean,"{""criterion"": ""log_loss"", ""max_depth"": 5, ""min_samples_leaf"": 20}",0.7959212076434351,0.9082789322091541,0.17776674835968795,0.4442859631808755,0.807017462272793,0.7510786916340421,0.7271852475211298,0.7749721357469541,0.9097709527097543,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
3,0,"{""criterion"": ""log_loss"", ""max_depth"": 10, ""min_samples_leaf"": 1}",0.8255713985373401,0.9168559211227484,0.16074837154851168,0.5180812244900318,0.8364741641337387,0.7929562553498221,0.7593818984547461,0.826530612244898,0.9309878213802436,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
3,1,"{""criterion"": ""log_loss"", ""max_depth"": 10, ""min_samples_leaf"": 1}",0.8640509410993538,0.9422008490379862,0.14667942422318395,0.5545458160037537,0.8472306755934267,0.8133439460623654,0.7690607734806629,0.8576271186440678,0.943089430894309,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
3,2,"{""criterion"": ""log_loss"", ""max_depth"": 10, ""min_samples_leaf"": 1}",0.8284183912351343,0.913803613764006,0.15855583482025495,0.4948851580151843,0.8289713937918441,0.7796329244311265,0.7524861878453039,0.8067796610169492,0.9227642276422764,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,decision_tree_all
