rows,papers,ignition_rows,no_ignition_rows,duplicates_removed,dataset_sha256,evaluation_integrity_passed
4501,86,3396,1105,556,aa3aa03fab497e2355df315075df9e39d8d72428118cab7d8900cc17c8314032,True
