candidate_id,model_family,paper_weight,fixed_params,accelerator,weighting_policy
mlp_paper_inverse,mlp,inverse,{},gpu,"{""paper_weight"": ""inverse"", ""unsupported_fit_weight_strategy"": ""deterministic_weighted_resampling""}"
