split_id,protocol,seed,fold,model_id,model_family,feature_set,n_test_rows,n_test_papers,roc_auc,pr_auc,brier,mcc_at_mcc,f1_at_mcc,balanced_accuracy_at_mcc,sensitivity_at_mcc,specificity_at_mcc,precision_at_mcc,mcc_at_f1,f1_at_f1,balanced_accuracy_at_f1,sensitivity_at_f1,specificity_at_f1,precision_at_f1,mcc_at_balanced_accuracy,f1_at_balanced_accuracy,balanced_accuracy_at_balanced_accuracy,sensitivity_at_balanced_accuracy,specificity_at_balanced_accuracy,precision_at_balanced_accuracy,mcc_at_youden_j,f1_at_youden_j,balanced_accuracy_at_youden_j,sensitivity_at_youden_j,specificity_at_youden_j,precision_at_youden_j
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,xgb_all_unweighted,xgboost,all,901,82,0.9174740484429065,0.9722169917462341,0.09864901751279831,0.5941049022629551,0.8522167487684729,0.8386312217194569,0.763235294117647,0.9140271493212669,0.9646840148698885,0.5563631089110301,0.9056865464632455,0.7335407239819005,0.9602941176470589,0.5067873303167421,0.8569553805774278,0.5941049022629551,0.8522167487684729,0.8386312217194569,0.763235294117647,0.9140271493212669,0.9646840148698885,0.5941049022629551,0.8522167487684729,0.8386312217194569,0.763235294117647,0.9140271493212669,0.9646840148698885
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,xgb_all_unweighted,xgboost,all,901,81,0.9256155177002928,0.9768951878390215,0.09937837719917297,0.6354054948109022,0.8554720133667502,0.865158371040724,0.7529411764705882,0.9773755656108597,0.9903288201160542,0.5402827218774943,0.9035812672176309,0.7199095022624434,0.9647058823529412,0.4751131221719457,0.8497409326424871,0.6310914164789164,0.8491996630160067,0.8638009049773756,0.7411764705882353,0.9864253393665159,0.9940828402366864,0.6310914164789164,0.8491996630160067,0.8638009049773756,0.7411764705882353,0.9864253393665159,0.9940828402366864
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,xgb_all_unweighted,xgboost,all,900,81,0.9088258618276811,0.9704808738751626,0.1081618070602417,0.571023452582609,0.8601119104716227,0.8192477625467316,0.792341678939617,0.8461538461538461,0.9405594405594405,0.46839272055237,0.8926630434782609,0.6761073977568823,0.96759941089838,0.38461538461538464,0.8284993694829761,0.5912096347864646,0.8533988533988534,0.8361411178269881,0.7673048600883653,0.9049773755656109,0.9612546125461254,0.5912096347864646,0.8533988533988534,0.8361411178269881,0.7673048600883653,0.9049773755656109,0.9612546125461254
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,xgb_all_unweighted,xgboost,all,900,81,0.8989264222739056,0.9663096819244938,0.1180742084980011,0.5703977119351186,0.8557614826752619,0.8208804536882159,0.7820324005891016,0.8597285067873304,0.9448398576512456,0.507357499736415,0.8929577464788733,0.7247815859095423,0.9337260677466863,0.5158371040723982,0.8556005398110661,0.5802938246022754,0.8467874794069192,0.8309864786517303,0.7569955817378498,0.9049773755656109,0.9607476635514018,0.5802938246022754,0.8467874794069192,0.8309864786517303,0.7569955817378498,0.9049773755656109,0.9607476635514018
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,xgb_all_unweighted,xgboost,all,900,80,0.9215708487994722,0.9744608346200565,0.0970873162150383,0.6508331559797569,0.8723404255319149,0.8698645199554842,0.7849779086892489,0.9547511312217195,0.9815837937384899,0.5439793232512987,0.904071773636991,0.7221459559240032,0.9646539027982327,0.4796380090497738,0.8506493506493507,0.6368532853931462,0.8595178719866999,0.8648698178716372,0.7614138438880707,0.9683257918552036,0.9866412213740458,0.6368532853931462,0.8595178719866999,0.8648698178716372,0.7614138438880707,0.9683257918552036,0.9866412213740458
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,xgb_all_unweighted,xgboost,all,900,81,0.9197382362937244,0.9738610256364472,0.09815528243780136,0.630045899013696,0.8701298701298701,0.8562365469581965,0.7893961708394698,0.9230769230769231,0.969258589511754,0.5002965631722504,0.8980978260869565,0.6881026796126857,0.9734904270986745,0.40271493212669685,0.8335435056746532,0.6212677882808152,0.8622950819672132,0.8533976635856564,0.7746686303387335,0.9321266968325792,0.9722735674676525,0.6212677882808152,0.8622950819672132,0.8533976635856564,0.7746686303387335,0.9321266968325792,0.9722735674676525
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,xgb_all_unweighted,xgboost,all,872,20,0.7939644607843137,0.9293515768020806,0.16150029003620148,0.39463327900697637,0.8782234957020058,0.6825061274509804,0.9014705882352941,0.4635416666666667,0.8561452513966481,0.1277538435697768,0.8785529715762274,0.5104166666666666,1.0,0.020833333333333332,0.783410138248848,0.35677138118576035,0.7854183927091963,0.7105085784313725,0.6970588235294117,0.7239583333333334,0.8994307400379506,0.35677138118576035,0.7854183927091963,0.7105085784313725,0.6970588235294117,0.7239583333333334,0.8994307400379506
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,xgb_all_unweighted,xgboost,all,1017,13,0.704793268008371,0.8715266915061426,0.20970186591148376,0.2530680964252559,0.5281220209723546,0.6307501613565687,0.3738191632928475,0.8876811594202898,0.8993506493506493,0.0,0.8430034129692833,0.5,1.0,0.0,0.7286135693215339,0.2530680964252559,0.5281220209723546,0.6307501613565687,0.3738191632928475,0.8876811594202898,0.8993506493506493,0.2530680964252559,0.5281220209723546,0.6307501613565687,0.3738191632928475,0.8876811594202898,0.8993506493506493
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,xgb_all_unweighted,xgboost,all,886,19,0.655223302338687,0.8419577971763872,0.19022361934185028,0.12647393997219009,0.7874720357941835,0.5643420681882221,0.7810650887573964,0.3476190476190476,0.793984962406015,0.20962149287169288,0.855191256830601,0.5773034657650042,0.9260355029585798,0.22857142857142856,0.7944162436548223,0.21225024889543057,0.780373831775701,0.61580022541561,0.7411242603550295,0.49047619047619045,0.8240131578947368,0.21225024889543057,0.780373831775701,0.61580022541561,0.7411242603550295,0.49047619047619045,0.8240131578947368
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,xgb_all_unweighted,xgboost,all,847,19,0.6943411283542102,0.8605021620736444,0.22472098469734192,0.22960348200387376,0.6825095057034221,0.6297578840864719,0.5780998389694042,0.6814159292035398,0.8329466357308585,0.0,0.8460490463215259,0.5,1.0,0.0,0.7331759149940968,0.22960348200387376,0.6825095057034221,0.6297578840864719,0.5780998389694042,0.6814159292035398,0.8329466357308585,0.22960348200387376,0.6825095057034221,0.6297578840864719,0.5780998389694042,0.6814159292035398,0.8329466357308585
