split_id,protocol,seed,fold,model_id,mcc,f1,balanced_accuracy,youden_j
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,xgb_all_unweighted,0.8075498342514038,0.3543958067893982,0.8075498342514038,0.8075498342514038
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,xgb_all_unweighted,0.9040995240211487,0.2542282044887543,0.9212276935577393,0.9212276935577393
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,xgb_all_unweighted,0.802840530872345,0.23277547955513,0.8662054538726807,0.8662054538726807
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,xgb_all_unweighted,0.8652355074882507,0.3412945568561554,0.9079269766807556,0.9079269766807556
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,xgb_all_unweighted,0.8156890273094177,0.3545827567577362,0.8519585728645325,0.8519585728645325
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,xgb_all_unweighted,0.8031684160232544,0.3486834466457367,0.8323295712471008,0.8323295712471008
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,xgb_all_unweighted,0.6655043959617615,0.001053225016221404,0.966202974319458,0.966202974319458
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,xgb_all_unweighted,0.9533279538154602,0.0013092764420434833,0.9533279538154602,0.9533279538154602
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,xgb_all_unweighted,0.6845037341117859,0.4441841244697571,0.8440303206443787,0.8440303206443787
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,xgb_all_unweighted,0.977281928062439,0.006187161430716515,0.977281928062439,0.977281928062439
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,xgb_all_unweighted,0.9597316980361938,0.13532209396362305,0.9597316980361938,0.9597316980361938
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,xgb_all_unweighted,0.7681859731674194,0.23026028275489807,0.8711154460906982,0.8711154460906982
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,xgb_all_unweighted,0.801813542842865,0.32242485880851746,0.8627307415008545,0.8627307415008545
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,xgb_all_unweighted,0.8552840352058411,0.39677149057388306,0.8552840352058411,0.8552840352058411
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,xgb_all_unweighted,0.7606288194656372,0.36653122305870056,0.8004629015922546,0.8004629015922546
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,xgb_all_unweighted,0.7773573994636536,0.37604185938835144,0.8553757071495056,0.8553757071495056
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,xgb_all_unweighted,0.8151504993438721,0.4933072626590729,0.8537481427192688,0.8537481427192688
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,xgb_all_unweighted,0.8348219990730286,0.0006090280367061496,0.8427891135215759,0.8427891135215759
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,xgb_all_unweighted,0.7744220495223999,0.2364637404680252,0.8835154175758362,0.8835154175758362
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,xgb_all_unweighted,0.8502210378646851,0.1654430776834488,0.9102583527565002,0.9102583527565002
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,xgb_all_unweighted,0.8447628021240234,0.014411653392016888,0.9699633717536926,0.9699633717536926
extrapolation_grouped__seed-43__fold-4,extrapolation_grouped,43,4,xgb_all_unweighted,0.8975016474723816,0.05268353968858719,0.8975016474723816,0.8975016474723816
interpolation_holdout__seed-44__fold-0,interpolation_holdout,44,0,xgb_all_unweighted,0.8192791938781738,0.3529385030269623,0.8428550958633423,0.8428550958633423
interpolation_stratified__seed-44__fold-0,interpolation_stratified,44,0,xgb_all_unweighted,0.8385902643203735,0.4629441797733307,0.8385902643203735,0.8385902643203735
interpolation_stratified__seed-44__fold-1,interpolation_stratified,44,1,xgb_all_unweighted,0.7621670961380005,0.44757068157196045,0.8720324039459229,0.8720324039459229
interpolation_stratified__seed-44__fold-2,interpolation_stratified,44,2,xgb_all_unweighted,0.8019223213195801,0.2690333127975464,0.8162395358085632,0.8162395358085632
interpolation_stratified__seed-44__fold-3,interpolation_stratified,44,3,xgb_all_unweighted,0.7810186147689819,0.41370734572410583,0.8169294595718384,0.8169294595718384
