protocol,model_a,model_b,paired_fold_count,delta_roc_auc,wilcoxon_p_roc_auc,delta_pr_auc,wilcoxon_p_pr_auc,delta_brier,wilcoxon_p_brier,delta_mcc_at_mcc,wilcoxon_p_mcc_at_mcc,delta_f1_at_f1,wilcoxon_p_f1_at_f1,delta_balanced_accuracy_at_balanced_accuracy,wilcoxon_p_balanced_accuracy_at_balanced_accuracy,caveat
extrapolation_grouped,xgb_all_class_paper_weighted,xgb_all_focal_class_paper_weighted,15,0.2286197435792322,6.103515625e-05,0.1297214985999978,6.103515625e-05,-0.5325153897205989,6.103515625e-05,0.3064178266086334,6.103515625e-05,-0.0030698299327675056,0.1095109374886408,0.16290010213086564,6.103515625e-05,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
interpolation_stratified,xgb_all_unweighted,xgb_physics_unweighted,15,0.016010075252753532,6.103515625e-05,0.005982408200851297,6.103515625e-05,-0.008782069385051727,6.103515625e-05,0.04075480842932586,6.103515625e-05,0.004210794665994522,0.01806640625,0.019578188134889207,6.103515625e-05,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
interpolation_stratified,xgb_physics_class_paper_weighted_monotone_o2,xgb_physics_focal_class_paper_weighted,15,0.4118067115823333,6.103515625e-05,0.2125427018349047,6.103515625e-05,-0.6266608501474062,6.103515625e-05,0.5895504663706704,6.103515625e-05,0.02892390696471423,6.103515625e-05,0.3267500172154507,6.103515625e-05,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
interpolation_stratified,xgb_physics_class_paper_weighted_monotone_o2,xgb_physics_paper_bagging,15,0.019164845814241153,6.103515625e-05,0.00546616846364838,6.103515625e-05,0.0033571531375249227,0.05535888671875,0.019134032608992855,0.00042724609375,0.016210957133510832,6.103515625e-05,0.00859551909582231,0.00335693359375,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
interpolation_stratified,xgb_physics_class_paper_weighted_monotone_o2,xgb_physics_unweighted,15,-0.0023089888565399398,0.041259765625,-0.0010966232847563337,0.00537109375,0.012239162127176921,6.103515625e-05,0.005009228079024886,0.389404296875,-0.0024943468523455823,0.083251953125,-0.0035713952512011963,0.4776449342505864,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
interpolation_stratified,xgb_physics_focal_class_paper_weighted,xgb_physics_paper_bagging,15,-0.3926418657680922,6.103515625e-05,-0.20707653337125623,6.103515625e-05,0.6300180032849312,6.103515625e-05,-0.5704164337616777,6.103515625e-05,-0.012712949831203397,6.103515625e-05,-0.31815449811962837,6.103515625e-05,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
interpolation_stratified,xgb_physics_focal_class_paper_weighted,xgb_physics_unweighted,15,-0.4141157004388732,6.103515625e-05,-0.21363932511966097,6.103515625e-05,0.6389000122745832,6.103515625e-05,-0.5845412382916456,6.103515625e-05,-0.03141825381705981,6.103515625e-05,-0.3303214124666519,6.103515625e-05,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
interpolation_stratified,xgb_physics_paper_bagging,xgb_physics_unweighted,15,-0.02147383467078109,6.103515625e-05,-0.006562791748404713,6.103515625e-05,0.008882008989651998,6.103515625e-05,-0.014124804529967968,0.02557373046875,-0.018705303985856413,6.103515625e-05,-0.012166914347023505,0.00537109375,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_class_paper_weighted,xgb_all_focal_class_paper_weighted,86,0.2895777080336136,3.057919268494515e-08,0.14516019411498055,3.261675374233164e-10,-0.7140960254205575,1.3998639167961595e-15,0.14902602404647242,1.922741278522397e-06,-0.0022195245345511304,0.40081416938293446,0.07042756443471501,0.00927479228305737,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_class_paper_weighted,xgb_all_unweighted,86,0.01021247240314864,0.5093422524857605,0.011432836821780007,0.456207864982086,0.003660789231576626,0.4814137794231156,0.006684308850118426,0.4886806017769275,0.0006994448215990162,0.5754030229127536,0.02944053688046708,0.012385891292944734,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_class_paper_weighted,xgb_physics_class_paper_weighted_monotone_o2,86,0.03986384794904837,0.011722127815011047,0.020523628784257748,0.023243102982939346,-0.011225561940264252,0.01861125199849484,0.019524492054636827,0.33807327553879374,0.002946301194189472,0.2787073832496024,0.02575737560690345,0.15279093864059715,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_class_paper_weighted,xgb_physics_focal_class_paper_weighted,86,0.2929271395215153,3.0772283784549835e-08,0.14590643281682641,3.261675374233164e-10,-0.7239974173259651,1.260572546488841e-15,0.13656680948522307,1.922741278522397e-06,-0.0022195245345511304,0.40081416938293446,0.06601869347262036,0.010071759943399556,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_class_paper_weighted,xgb_physics_paper_bagging,86,0.014386396644664737,0.27626631545054237,0.013386990859014332,0.3141535102447033,-0.00748799713258365,0.10043718719525192,0.049318297728747684,0.008858412574511943,0.001658123898225806,0.7212766990291557,0.026593873484151015,0.0634635561196532,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
