model_id,model_family,feature_set,protocol,fold_count,sample_count,paper_count_sum,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,brier_mean,brier_std,mcc_at_mcc_mean,mcc_at_mcc_std,f1_at_mcc_mean,f1_at_mcc_std,balanced_accuracy_at_mcc_mean,balanced_accuracy_at_mcc_std,sensitivity_at_mcc_mean,sensitivity_at_mcc_std,specificity_at_mcc_mean,specificity_at_mcc_std,precision_at_mcc_mean,precision_at_mcc_std,mcc_at_f1_mean,mcc_at_f1_std,f1_at_f1_mean,f1_at_f1_std,balanced_accuracy_at_f1_mean,balanced_accuracy_at_f1_std,sensitivity_at_f1_mean,sensitivity_at_f1_std,specificity_at_f1_mean,specificity_at_f1_std,precision_at_f1_mean,precision_at_f1_std,mcc_at_balanced_accuracy_mean,mcc_at_balanced_accuracy_std,f1_at_balanced_accuracy_mean,f1_at_balanced_accuracy_std,balanced_accuracy_at_balanced_accuracy_mean,balanced_accuracy_at_balanced_accuracy_std,sensitivity_at_balanced_accuracy_mean,sensitivity_at_balanced_accuracy_std,specificity_at_balanced_accuracy_mean,specificity_at_balanced_accuracy_std,precision_at_balanced_accuracy_mean,precision_at_balanced_accuracy_std,mcc_at_youden_j_mean,mcc_at_youden_j_std,f1_at_youden_j_mean,f1_at_youden_j_std,balanced_accuracy_at_youden_j_mean,balanced_accuracy_at_youden_j_std,sensitivity_at_youden_j_mean,sensitivity_at_youden_j_std,specificity_at_youden_j_mean,specificity_at_youden_j_std,precision_at_youden_j_mean,precision_at_youden_j_std
xgb_all_unweighted,xgboost,all,interpolation_stratified,15,13503,1215,0.913306707531639,0.0070564008360056605,0.9717402788237438,0.0028489491077846435,0.10447735885779062,0.00554289773462783,0.6075386533390666,0.022610940398132738,0.8636160761735145,0.010593817330168976,0.8426509461833902,0.015181271388793915,0.7848494036789975,0.0246552784101905,0.9004524886877829,0.0464293335949723,0.9610278005887047,0.01701600724964858,0.5105835540493995,0.037500008683177447,0.8957024582224431,0.006343743875385888,0.7151697443450018,0.03186176232874898,0.9476848883883451,0.023986333833904375,0.4826546003016592,0.08334125467757166,0.8498767052270539,0.018237708167032626,0.6082013504817011,0.016800976490186498,0.855515191980602,0.009041479663181836,0.846560025278946,0.010539284556742584,0.7652165814779522,0.019012918414588038,0.9279034690799398,0.0314641974287182,0.970598785087176,0.012182348003366783,0.6082013504817011,0.016800976490186498,0.855515191980602,0.009041479663181836,0.846560025278946,0.010539284556742584,0.7652165814779522,0.019012918414588038,0.9279034690799398,0.0314641974287182,0.970598785087176,0.012182348003366783
xgb_all_unweighted,xgboost,all,lopo,86,4501,86,0.7641356736093297,0.19184069476908647,0.8477680613857719,0.16937773268314096,0.12320440461426942,0.14809159430379254,0.12988250063510468,0.2677688125586115,0.8050899412470212,0.27093638616532906,0.7529727677093495,0.248162861286185,0.8144851472721855,0.2936014160170332,0.5120156947101814,0.3925671932521173,0.8890066787343681,0.1805671071347557,0.0070497139272517875,0.05963212941724341,0.9027513308445105,0.12995768175622557,0.7378595847671507,0.24644429005762744,0.9912476048128236,0.03713460786911291,0.023192423192423192,0.11466678312671527,0.8523492738440103,0.19339417071184595,0.1261589786202916,0.2381946427539108,0.760838567215006,0.279534487953553,0.7284386217084325,0.24360428216802535,0.7370646697364864,0.3069719954177168,0.6269048003200418,0.36139631053833216,0.9024191318194997,0.17244601872763804,0.1261589786202916,0.2381946427539108,0.760838567215006,0.279534487953553,0.7284386217084325,0.24360428216802535,0.7370646697364864,0.3069719954177168,0.6269048003200418,0.36139631053833216,0.9024191318194997,0.17244601872763804
xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,extrapolation_grouped,15,13503,258,0.7132391139911983,0.03900405747604229,0.8734193326780387,0.03031901222324551,0.18796401421229045,0.019023746411745722,0.2959651083902988,0.05989571954361747,0.7820559845995624,0.05197992289384428,0.659294345992836,0.03882470197199984,0.7348718803601222,0.10452289316177549,0.5837168116255499,0.16202247020698957,0.8506404474755684,0.044618906400162396,0.023898084079839996,0.08554041184758591,0.857558621986315,0.017620354408866296,0.5068819235656479,0.025510332470344243,0.9884463317451195,0.02164895910455758,0.025317515386176163,0.06732571214863604,0.7578883324745688,0.026509563393738746,0.2935055486556983,0.05790566479769461,0.7546523564909448,0.06518216515583779,0.6611851356451142,0.03680930501756923,0.6857194219547242,0.12261182596623652,0.6366508493355044,0.17552349019875318,0.8618210068922314,0.045016063736200866,0.2935055486556983,0.05790566479769461,0.7546523564909448,0.06518216515583779,0.6611851356451142,0.03680930501756923,0.6857194219547242,0.12261182596623652,0.6366508493355044,0.17552349019875318,0.8618210068922314,0.045016063736200866
xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,interpolation_holdout,3,2703,247,0.8942995297666578,0.002121654087135514,0.9645412799025471,0.0010554858673992096,0.12673696875572205,0.0037160433408677004,0.5638016870629056,0.014890832259222775,0.8393366954845612,0.020272112982310995,0.8214743589743589,0.00630049201037213,0.7485294117647059,0.03820700310813699,0.8944193061840121,0.03455939438126576,0.9566488874541067,0.01204338138814888,0.47625568205717467,0.04657652217187588,0.8826934200409067,0.0019376339546478603,0.7200980392156863,0.03874666956941919,0.9107843137254902,0.022075157351368075,0.5294117647058824,0.09954751131221717,0.8570101965930726,0.023134962347463577,0.5657742659631722,0.013571843198152793,0.8315716284761101,0.013550928979869767,0.8252262443438912,0.006125072052414021,0.7303921568627452,0.022607554034510192,0.9200603318250377,0.010449778627866557,0.9657283608778787,0.0033853777285751084,0.5657742659631722,0.013571843198152793,0.8315716284761101,0.013550928979869767,0.8252262443438912,0.006125072052414021,0.7303921568627452,0.022607554034510192,0.9200603318250377,0.010449778627866557,0.9657283608778787,0.0033853777285751084
xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,interpolation_stratified,15,13503,1215,0.8949876434223455,0.013256494759040366,0.9646612473381363,0.005556604268057575,0.1254985903700193,0.008982564932964976,0.5717930729887658,0.027705948389367473,0.8511736187910691,0.008259458883989315,0.8231607512156331,0.019277313734407536,0.7712083802593204,0.022974769186644817,0.8751131221719459,0.05653651696508469,0.9508116728799048,0.020156562361985358,0.47625891456428937,0.04162672527018342,0.888997316704103,0.007589033574195785,0.7028557711744491,0.02372725889737159,0.9390448756822317,0.015209773943698464,0.46666666666666673,0.0533713830191271,0.8442577187356364,0.012211421025362976,0.5646400366246589,0.021899254633900588,0.8349596843557892,0.009462684274417916,0.8234104418928556,0.014652738588579009,0.7382235987178376,0.0226004398681092,0.9085972850678734,0.04646711686469589,0.9620136960294303,0.01791253429283622,0.5646400366246589,0.021899254633900588,0.8349596843557892,0.009462684274417916,0.8234104418928556,0.014652738588579009,0.7382235987178376,0.0226004398681092,0.9085972850678734,0.04646711686469589,0.9620136960294303,0.01791253429283622
xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,lopo,86,4501,86,0.7344842980634301,0.1950548962847359,0.8386772694232941,0.17023995279828663,0.1380907557861103,0.14119322438318796,0.11704231743058623,0.24077946733666708,0.8021775506837321,0.25248752853353595,0.75233663438532,0.23532830118969067,0.7897327583330757,0.28491746559660286,0.5520558641458786,0.3822331207449578,0.8903823540773834,0.19392444261256914,0.012901175898889729,0.10649583230347309,0.9005044744719201,0.1330311579884104,0.7400805516146224,0.249390117205532,0.9853459600129388,0.060775569007313984,0.041480051480051475,0.1596067690701368,0.8531484564873848,0.1931807259464192,0.10942104370217823,0.2542715200316872,0.7517847253583704,0.30283029438168463,0.7321217829819958,0.24928451739940993,0.7292302570224527,0.3292778482593885,0.6283834777522446,0.3846941741250459,0.8902678505320681,0.2039063380100042,0.10942104370217823,0.2542715200316872,0.7517847253583704,0.30283029438168463,0.7321217829819958,0.24928451739940993,0.7292302570224527,0.3292778482593885,0.6283834777522446,0.3846941741250459,0.8902678505320681,0.2039063380100042
xgb_physics_focal_class_paper_weighted,xgboost,physics,extrapolation_grouped,15,13503,258,0.45386783942557163,0.06667809929942253,0.7416092343199264,0.025485939070797114,0.7371938069661458,0.037550951005861435,-0.07014060496846919,0.13836280066206758,0.4446115950358729,0.4067280467488591,0.46949383964828156,0.06134773680200585,0.4959655748475018,0.49163798669039127,0.44302210444906137,0.4586752982412903,0.673177961454629,0.1844157167740168,0.0,0.0,0.8603884309830193,0.013826620990752372,0.5,0.0,1.0,0.0,0.0,0.0,0.7552243660859378,0.021232508306625503,-0.07089369313548341,0.13927444734925862,0.4530006974623974,0.40282858601726335,0.46778931688411696,0.06374416386944674,0.5027371532929,0.48689558537265737,0.432841480475334,0.4549583676468717,0.6772090626194881,0.18255207617126928,-0.07089369313548341,0.13927444734925862,0.4530006974623974,0.40282858601726335,0.46778931688411696,0.06374416386944674,0.5027371532929,0.48689558537265737,0.432841480475334,0.4549583676468717,0.6772090626194881,0.18255207617126928
xgb_physics_focal_class_paper_weighted,xgboost,physics,interpolation_holdout,3,2703,247,0.49661742525064323,0.005499460420987551,0.7535457130965595,0.0026778694887443907,0.7547169923782349,0.0,0.008963045018185645,0.015524449362024647,0.288693385467579,0.49496097104317854,0.5004901960784314,0.0008490445135141525,0.33431372549019606,0.5765031003236794,0.6666666666666666,0.5773502691896258,0.8773584905660378,0.17344128595141728,0.0,0.0,0.8602150537634409,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.7547169811320756,1.3597399555105182e-16,0.008963045018185645,0.015524449362024647,0.288693385467579,0.49496097104317854,0.5004901960784314,0.0008490445135141525,0.33431372549019606,0.5765031003236794,0.6666666666666666,0.5773502691896258,0.8773584905660378,0.17344128595141728,0.008963045018185645,0.015524449362024647,0.288693385467579,0.49496097104317854,0.5004901960784314,0.0008490445135141525,0.33431372549019606,0.5765031003236794,0.6666666666666666,0.5773502691896258,0.8773584905660378,0.17344128595141728
xgb_physics_focal_class_paper_weighted,xgboost,physics,interpolation_stratified,15,13503,1215,0.4831809318400122,0.0309675711610458,0.7521185455032319,0.008910899441853477,0.7521594405174256,0.010870403946192049,-0.01775739338190468,0.05672261024797777,0.5194813704191985,0.4319035870848586,0.4966604246774047,0.010800880834337617,0.6017673048600883,0.504873566131224,0.391553544494721,0.49687551449958994,0.6918059299191375,0.1681016795306571,0.0,0.0,0.8600734097393885,7.33077470138187e-05,0.5,0.0,1.0,0.0,0.0,0.0,0.7544989517819708,0.00011284090907486108,-0.01775739338190468,0.05672261024797777,0.5194813704191985,0.4319035870848586,0.4966604246774047,0.010800880834337617,0.6017673048600883,0.504873566131224,0.391553544494721,0.49687551449958994,0.6918059299191375,0.1681016795306571,-0.01775739338190468,0.05672261024797777,0.5194813704191985,0.4319035870848586,0.4966604246774047,0.010800880834337617,0.6017673048600883,0.504873566131224,0.391553544494721,0.49687551449958994,0.6918059299191375,0.1681016795306571
xgb_physics_focal_class_paper_weighted,xgboost,physics,lopo,86,4501,86,0.4814210064909631,0.07325864972942041,0.7132944653907255,0.18160905385892426,0.8508626111718112,0.1943396449491531,0.0,0.0,0.8058712821684174,0.3160658527220971,0.6918604651162791,0.2886948791408224,0.8837209302325582,0.32243940246603525,0.13333333333333333,0.34377582547616437,0.8588696057838369,0.1865058502187514,0.0,0.0,0.9056703002006607,0.13072623842025038,0.7383720930232558,0.2511941384906071,1.0,0.0,0.0,0.0,0.8504329110833525,0.19435121919282886,0.0,0.0,0.8058712821684174,0.3160658527220971,0.6918604651162791,0.2886948791408224,0.8837209302325582,0.32243940246603525,0.13333333333333333,0.34377582547616437,0.8588696057838369,0.1865058502187514,0.0,0.0,0.8058712821684174,0.3160658527220971,0.6918604651162791,0.2886948791408224,0.8837209302325582,0.32243940246603525,0.13333333333333333,0.34377582547616437,0.8588696057838369,0.1865058502187514
xgb_physics_paper_bagging,xgboost,physics,extrapolation_grouped,15,13503,258,0.7176189781771327,0.05506436577826902,0.8763688981556843,0.03612173964847957,0.17797311941782634,0.02255892725000425,0.22938316030230785,0.09043135023721707,0.7403599675076233,0.10503476330423125,0.6200231642284467,0.06554370432762718,0.69944336346267,0.19884737181651863,0.5406029649942236,0.31107090707085483,0.8436194057135763,0.07442420031160027,0.061211894038065616,0.11721251779479902,0.8583721878051088,0.018986129003191018,0.5160719483178791,0.029508012882638646,0.9843670123166268,0.022498571016365276,0.047776884319131165,0.06944439635182885,0.7614450235457125,0.025455570363375125,0.2765126867231937,0.05945071106604993,0.7109237605473928,0.08542621537418453,0.6558839852703973,0.038613324790237005,0.6174946943243768,0.12842402797631947,0.6942732762164177,0.16603407810186394,0.8703178101537229,0.05392476978411757,0.2765126867231937,0.05945071106604993,0.7109237605473928,0.08542621537418453,0.6558839852703973,0.038613324790237005,0.6174946943243768,0.12842402797631947,0.6942732762164177,0.16603407810186394,0.8703178101537229,0.05392476978411757
xgb_physics_paper_bagging,xgboost,physics,interpolation_holdout,3,2703,247,0.8644197498003727,0.01456686248759517,0.9540165573613227,0.006177953482734921,0.12784344454606375,0.006438303171874969,0.5160924064536674,0.006085968117806597,0.8369134594094806,0.013299780269571477,0.7906297134238311,0.008473283623025034,0.7622549019607843,0.03202822789003851,0.8190045248868779,0.04894413496104963,0.9289650813813028,0.015593845731090959,0.40309874368636517,0.04525807403450707,0.8754694627426357,0.005701825052663597,0.6701168929110106,0.031040512358068234,0.9269607843137256,0.019136491466610905,0.41327300150829566,0.0773654214372981,0.8297847433440438,0.016642943362985052,0.5268403820993578,0.009685264095344292,0.8159131436769073,0.00613956481793661,0.8035822021116138,0.005393310374566551,0.7127450980392157,0.009791658997763842,0.894419306184012,0.010449778627866555,0.95409177616212,0.004082002224111036,0.5268403820993578,0.009685264095344292,0.8159131436769073,0.00613956481793661,0.8035822021116138,0.005393310374566551,0.7127450980392157,0.009791658997763842,0.894419306184012,0.010449778627866555,0.95409177616212,0.004082002224111036
xgb_physics_paper_bagging,xgboost,physics,interpolation_stratified,15,13503,1215,0.8758227976081046,0.012398173800556002,0.959195078874488,0.005802361305363832,0.12214143723249435,0.005452794376500919,0.5526590403797729,0.022083232030264438,0.8457729756295916,0.016192576275855346,0.8117393436359478,0.012871557838865936,0.7676717491120161,0.03248501916808676,0.8558069381598796,0.04275160120456399,0.9430419696922372,0.014721337574503337,0.39309280989005757,0.06335044276270564,0.872786359570592,0.0065482819797776795,0.6670067551207636,0.048541098268931486,0.922550463484363,0.031771009772928696,0.41146304675716444,0.12589164526069194,0.8296061984486068,0.025882841334320963,0.5489812868605451,0.01698309463711514,0.8279534140242492,0.013171351860447244,0.8148149227970333,0.010253155225185122,0.7297806751566606,0.02587526203830622,0.8998491704374059,0.03512742474331134,0.9577602480134204,0.013258153638335967,0.5489812868605451,0.01698309463711514,0.8279534140242492,0.013171351860447244,0.8148149227970333,0.010253155225185122,0.7297806751566606,0.02587526203830622,0.8998491704374059,0.03512742474331134,0.9577602480134204,0.013258153638335967
