candidate_id,model_family,paper_weight,target_transform,fixed_params,accelerator,weighting_policy
rf_log_target_sqrt,random_forest,sqrt,signed_log1p,{},cpu,"{""paper_weight"": ""sqrt"", ""unsupported_fit_weight_strategy"": ""deterministic_weighted_resampling""}"
