model_id,model_family,feature_set,protocol,rd_mean,rd_std,rd_bt_mean,rd_bt_std,delta_RMSE_bt_minus_rd_mean,delta_RMSE_bt_minus_rd_std
rf_log_target_sqrt,random_forest,all,extrapolation_grouped,0.012412249516189282,0.003882589737651272,0.01252635202431367,0.003958069100011579,0.00011410250812438853,0.00043055431560784887
rf_log_target_sqrt,random_forest,all,interpolation_random,0.006638625115524344,0.0007288371916262005,0.006654919784698732,0.0007432698041691062,1.6294669174388587e-05,0.00011700268975867475
