split_id,protocol,seed,fold,model_id,mcc,f1,balanced_accuracy,youden_j
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,knn_all,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,knn_all,0.7777777777777778,0.1111111111111111,0.6666666666666666,0.6666666666666666
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,knn_all,0.7333333333333333,0.13333333333333333,0.7333333333333333,0.7333333333333333
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,knn_all,0.8,0.2,0.8,0.8
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,knn_all,0.6,0.06666666666666667,0.6,0.6
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,knn_all,0.8,0.2,0.8,0.8
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,knn_all,0.4275027433780566,0.06869131547877359,0.43181650740804667,0.43181650740804667
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,knn_all,0.5470141802214836,0.014425130163633244,0.5470141802214836,0.5470141802214836
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,knn_all,0.7865174432666883,0.04928700638263933,0.7865174432666883,0.7865174432666883
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,knn_all,0.39991822711632424,0.0,0.39991822711632424,0.39991822711632424
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,knn_all,0.7628146938774143,0.0,0.7628146938774143,0.7628146938774143
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,knn_all,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,knn_all,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.6666666666666666
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,knn_all,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,knn_all,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,knn_all,0.6,0.06666666666666667,0.6,0.6
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,knn_all,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,knn_all,0.33559625756054096,0.0,0.33559625756054096,0.33559625756054096
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,knn_all,0.5538909545734995,0.0,0.5586496576270642,0.5586496576270642
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,knn_all,0.836569093707351,2.0875860873490836e-06,0.6527025679490952,0.6527025679490952
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,knn_all,0.680644854141631,0.0,0.680644854141631,0.680644854141631
extrapolation_grouped__seed-43__fold-4,extrapolation_grouped,43,4,knn_all,0.7341551049930772,0.0,0.7340967135245582,0.7340967135245582
interpolation_holdout__seed-44__fold-0,interpolation_holdout,44,0,knn_all,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.6666666666666666
interpolation_stratified__seed-44__fold-0,interpolation_stratified,44,0,knn_all,0.3510335357429966,0.028253844890949564,0.5506469954366879,0.5506469954366879
interpolation_stratified__seed-44__fold-1,interpolation_stratified,44,1,knn_all,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.6666666666666666
