model_id,model_family,feature_set,augmentation,random_RMSE_mean,random_RMSE_std,grouped_RMSE_mean,grouped_RMSE_std,generalization_gap_mean,generalization_gap_std
knn_distance_sqrt,knn,all,rd_bt,0.00927145426257385,0.00040437179390564565,0.014068258046868246,0.004464011183172122,0.004796803784294394,0.004466622350093349
knn_distance_sqrt,knn,all,rd,0.00942850483935499,0.0006876562691149652,0.01521699921380842,0.005298897814316066,0.00578849437445343,0.005447560293603625
