model_id,model_family,feature_set,protocol,rd_mean,rd_std,rd_bt_mean,rd_bt_std,delta_RMSE_bt_minus_rd_mean,delta_RMSE_bt_minus_rd_std
knn_distance_sqrt,knn,all,extrapolation_grouped,0.01521699921380842,0.005298897814316066,0.014068258046868246,0.004464011183172122,-0.0011487411669401757,0.002034476290080619
knn_distance_sqrt,knn,all,interpolation_random,0.00942850483935499,0.0006876562691149652,0.00927145426257385,0.00040437179390564565,-0.0001570505767811403,0.0006155085214266569
