split_id,protocol,seed,fold,model_id,selected_hyperparameters
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-06, ""batch_size"": 64, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.003}"
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-06, ""batch_size"": 32, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.003}"
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-05, ""batch_size"": 16, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}"
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 16, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}"
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,mlp_all,"{""activation"": ""tanh"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.001}"
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-06, ""batch_size"": 16, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.003}"
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 16, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.001}"
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,mlp_all,"{""activation"": ""relu"", ""alpha"": 1e-06, ""batch_size"": 32, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.0003}"
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.01, ""batch_size"": 16, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01}"
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-05, ""batch_size"": 16, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.01}"
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.01, ""batch_size"": 128, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0001}"
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 16, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.003}"
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-06, ""batch_size"": 64, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.003}"
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,mlp_all,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 16, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.003}"
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,mlp_all,"{""activation"": ""relu"", ""alpha"": 1e-06, ""batch_size"": 16, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001}"
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 16, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.003}"
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,mlp_all,"{""activation"": ""tanh"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.003}"
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 128, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.0003}"
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,mlp_all,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.0001}"
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,mlp_all,"{""activation"": ""relu"", ""alpha"": 1e-06, ""batch_size"": 64, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.0001}"
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.01}"
extrapolation_grouped__seed-43__fold-4,extrapolation_grouped,43,4,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.1, ""batch_size"": 32, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}"
interpolation_holdout__seed-44__fold-0,interpolation_holdout,44,0,mlp_all,"{""activation"": ""tanh"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.001}"
interpolation_stratified__seed-44__fold-0,interpolation_stratified,44,0,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-06, ""batch_size"": 128, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.01}"
interpolation_stratified__seed-44__fold-1,interpolation_stratified,44,1,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-06, ""batch_size"": 128, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.003}"
interpolation_stratified__seed-44__fold-2,interpolation_stratified,44,2,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-06, ""batch_size"": 64, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.003}"
interpolation_stratified__seed-44__fold-3,interpolation_stratified,44,3,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0003}"
interpolation_stratified__seed-44__fold-4,interpolation_stratified,44,4,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-06, ""batch_size"": 64, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.003}"
extrapolation_grouped__seed-44__fold-0,extrapolation_grouped,44,0,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.1, ""batch_size"": 64, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.0001}"
extrapolation_grouped__seed-44__fold-1,extrapolation_grouped,44,1,mlp_all,"{""activation"": ""tanh"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.01}"
extrapolation_grouped__seed-44__fold-2,extrapolation_grouped,44,2,mlp_all,"{""activation"": ""tanh"", ""alpha"": 1e-05, ""batch_size"": 16, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}"
extrapolation_grouped__seed-44__fold-3,extrapolation_grouped,44,3,mlp_all,"{""activation"": ""tanh"", ""alpha"": 0.001, ""batch_size"": 16, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.01}"
extrapolation_grouped__seed-44__fold-4,extrapolation_grouped,44,4,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.01, ""batch_size"": 128, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.0001}"
lopo__seed-42__fold-0,lopo,42,0,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 16, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.001}"
lopo__seed-42__fold-1,lopo,42,1,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 16, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.001}"
lopo__seed-42__fold-2,lopo,42,2,mlp_all,"{""activation"": ""tanh"", ""alpha"": 0.001, ""batch_size"": 16, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.01}"
lopo__seed-42__fold-3,lopo,42,3,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 128, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.0003}"
lopo__seed-42__fold-4,lopo,42,4,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.01, ""batch_size"": 128, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.0001}"
lopo__seed-42__fold-5,lopo,42,5,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.01, ""batch_size"": 128, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.0001}"
lopo__seed-42__fold-6,lopo,42,6,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.01, ""batch_size"": 16, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01}"
lopo__seed-42__fold-7,lopo,42,7,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.01, ""batch_size"": 128, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.0001}"
lopo__seed-42__fold-8,lopo,42,8,mlp_all,"{""activation"": ""relu"", ""alpha"": 0.1, ""batch_size"": 32, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}"
