split_id,protocol,seed,repeat,augmentation,model_id,model_family,feature_set,n_train_rows,n_test_rows,n_train_papers,n_test_papers,R2,RMSE,MAE,MAPE,MBE,NRMSE,cv_R2,cv_RMSE,cv_MAE,cv_MAPE,cv_MBE,cv_NRMSE,selected_hyperparameters
interpolation_random__seed-42__repeat-1,interpolation_random,42,1,rd,rf_paper_inverse,random_forest,all,2024,507,65,60,0.8495237420269898,0.006540213391637796,0.0020048623928820807,73.1152918931808,0.00016388341785775066,0.7658754023661548,0.8838186638546631,0.0057576200839600175,0.0021832244338882566,80.07482091074681,-8.742827698236298e-05,0.6527079927121247,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 200}"
interpolation_random__seed-42__repeat-1,interpolation_random,42,1,rd_bt,rf_paper_inverse,random_forest,all,3024,507,65,60,0.8587399719796007,0.006336764557896077,0.0019442902102176154,60.183905463436595,0.0002601554791488474,0.7420510333322502,0.8838186638546631,0.0057576200839600175,0.0021832244338882566,80.07482091074681,-8.742827698236298e-05,0.6527079927121247,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 200}"
extrapolation_grouped__seed-42__repeat-1,extrapolation_grouped,42,1,rd,rf_paper_inverse,random_forest,all,2005,526,52,14,-0.018667041161330777,0.012044229495910035,0.005686406304263417,194.47259673347526,0.0011991855404800181,1.5179958774652755,-0.39072171797309807,0.013079010386937637,0.006026139057856586,287.26964957665905,0.0006086610285273655,1.4071412371973575,"{""max_depth"": 10, ""max_features"": 0.8, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 200}"
extrapolation_grouped__seed-42__repeat-1,extrapolation_grouped,42,1,rd_bt,rf_paper_inverse,random_forest,all,3005,526,52,14,-0.07599529077245326,0.012378501682342766,0.005911650932710352,191.29544943506858,0.0012466048570709872,1.5601259116968964,-0.39072171797309807,0.013079010386937637,0.006026139057856586,287.26964957665905,0.0006086610285273655,1.4071412371973575,"{""max_depth"": 10, ""max_features"": 0.8, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 200}"
interpolation_random__seed-43__repeat-2,interpolation_random,43,2,rd,rf_paper_inverse,random_forest,all,2024,507,65,61,0.8607745247304913,0.006305712631511817,0.0020963263268672363,73.91350130448873,4.83326721666638e-05,0.728733207245055,0.8526780124701133,0.00642278214284738,0.0020702644337205717,132.24491175353643,-9.926602345702008e-05,0.7195716825920472,"{""max_depth"": 12, ""max_features"": 0.8, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500}"
interpolation_random__seed-43__repeat-2,interpolation_random,43,2,rd_bt,rf_paper_inverse,random_forest,all,3024,507,65,61,0.8504631257887135,0.0065350508236682965,0.00210201855005412,66.45189611309544,7.377315670067895e-05,0.7552371673968048,0.8526780124701133,0.00642278214284738,0.0020702644337205717,132.24491175353643,-9.926602345702008e-05,0.7195716825920472,"{""max_depth"": 12, ""max_features"": 0.8, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 500}"
extrapolation_grouped__seed-43__repeat-2,extrapolation_grouped,43,2,rd,rf_paper_inverse,random_forest,all,1954,577,52,14,0.6022900206577351,0.011352340102294484,0.00364318578072836,186.95451597379596,3.909668997858603e-05,1.3244461822362337,0.4448680125502095,0.01179418295520276,0.005443313959071736,679.180058473873,-0.0007490823219008289,1.3747354875483038,"{""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}"
extrapolation_grouped__seed-43__repeat-2,extrapolation_grouped,43,2,rd_bt,rf_paper_inverse,random_forest,all,2954,577,52,14,0.582991749326705,0.011624505123155816,0.003829420403872469,195.84088567718302,-0.00014668711217001403,1.3561989239238421,0.4448680125502095,0.01179418295520276,0.005443313959071736,679.180058473873,-0.0007490823219008289,1.3747354875483038,"{""max_depth"": 6, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}"
interpolation_random__seed-44__repeat-3,interpolation_random,44,3,rd,rf_paper_inverse,random_forest,all,2024,507,66,61,0.8410518530953627,0.007010667374796323,0.002748197903233912,175.74134310080873,0.0007412903241107176,0.768648695895692,0.8384461050071661,0.006787306364488002,0.0025243793090639274,134.9033427397634,4.7626512526729154e-05,0.7768387862001728,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 200}"
interpolation_random__seed-44__repeat-3,interpolation_random,44,3,rd_bt,rf_paper_inverse,random_forest,all,3024,507,66,61,0.8529803134795787,0.0067424754514621935,0.002443052227394719,161.57040209215583,0.0006345544734338717,0.7392441668972634,0.8384461050071661,0.006787306364488002,0.0025243793090639274,134.9033427397634,4.7626512526729154e-05,0.7768387862001728,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 200}"
