split_id,protocol,seed,repeat,augmentation,model_id,model_family,feature_set,n_train_rows,n_test_rows,n_train_papers,n_test_papers,R2,RMSE,MAE,MAPE,MBE,NRMSE,cv_R2,cv_RMSE,cv_MAE,cv_MAPE,cv_MBE,cv_NRMSE,selected_hyperparameters
interpolation_random__seed-42__repeat-1,interpolation_random,42,1,rd,mlp_log_target_sqrt,mlp,all,2024,507,65,60,0.5814784503446633,0.010907289481941614,0.005904040464217211,892.5872045424228,0.0025948328139889874,1.277270972746388,0.7486394241220304,0.008659906138173062,0.004727778291062366,529.931902238985,0.0008457685011395315,0.9806536125243973,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [64, 64, 32], ""learning_rate_init"": 0.001}"
interpolation_random__seed-42__repeat-1,interpolation_random,42,1,rd_bt,mlp_log_target_sqrt,mlp,all,3024,507,65,60,0.5172314690791797,0.011714598373688444,0.005128799000180114,363.64525163241717,0.0019897553096183424,1.3718088701016828,0.7486394241220304,0.008659906138173062,0.004727778291062366,529.931902238985,0.0008457685011395315,0.9806536125243973,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [64, 64, 32], ""learning_rate_init"": 0.001}"
extrapolation_grouped__seed-42__repeat-1,extrapolation_grouped,42,1,rd,mlp_log_target_sqrt,mlp,all,2005,526,52,14,-0.179053562161823,0.012957751952701255,0.008862766530417364,1544.1080471703058,0.0026157235993217215,1.6331317874752866,-0.9668316384071808,0.01585120176190551,0.008974828385781241,1413.2314392314443,0.0005507218923053184,1.8382788201279685,"{""activation"": ""tanh"", ""alpha"": 0.01, ""batch_size"": 64, ""hidden_layer_sizes"": [100], ""learning_rate_init"": 0.01}"
extrapolation_grouped__seed-42__repeat-1,extrapolation_grouped,42,1,rd_bt,mlp_log_target_sqrt,mlp,all,3005,526,52,14,-0.7667430516285962,0.015861694854495994,0.009074112386155644,1259.3069638714305,0.00017675203411752135,1.9991305717740986,-0.9668316384071808,0.01585120176190551,0.008974828385781241,1413.2314392314443,0.0005507218923053184,1.8382788201279685,"{""activation"": ""tanh"", ""alpha"": 0.01, ""batch_size"": 64, ""hidden_layer_sizes"": [100], ""learning_rate_init"": 0.01}"
interpolation_random__seed-43__repeat-2,interpolation_random,43,2,rd,mlp_log_target_sqrt,mlp,all,2024,507,65,61,0.7184785152241958,0.008966657731339403,0.0053461442004880885,659.0280897167128,0.0016748736027399974,1.0362510359532529,0.6961696518322794,0.009448230226364105,0.004907507906102865,593.4501478489898,7.379734752025893e-05,1.0797627839860255,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}"
interpolation_random__seed-43__repeat-2,interpolation_random,43,2,rd_bt,mlp_log_target_sqrt,mlp,all,3024,507,65,61,0.7737449456876433,0.008038480548141123,0.0038000851280971947,180.12491053060145,-0.0007116293018031729,0.9289842486557169,0.6961696518322794,0.009448230226364105,0.004907507906102865,593.4501478489898,7.379734752025893e-05,1.0797627839860255,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}"
extrapolation_grouped__seed-43__repeat-2,extrapolation_grouped,43,2,rd,mlp_log_target_sqrt,mlp,all,1954,577,52,14,0.04001726902258229,0.01763737137916816,0.0066625099962552775,180.43069960963248,-0.004303208402627264,2.0577034318325715,0.08261809382566725,0.014180403672228909,0.009025835499545144,2527.49628191508,0.002728930150229962,1.816866157415267,"{""activation"": ""relu"", ""alpha"": 0.01, ""batch_size"": 32, ""hidden_layer_sizes"": [100], ""learning_rate_init"": 0.01}"
extrapolation_grouped__seed-43__repeat-2,extrapolation_grouped,43,2,rd_bt,mlp_log_target_sqrt,mlp,all,2954,577,52,14,0.14877139424548536,0.016608302800499627,0.008222022368230015,1015.8732423597271,0.0004065025873102875,1.9376448414454377,0.08261809382566725,0.014180403672228909,0.009025835499545144,2527.49628191508,0.002728930150229962,1.816866157415267,"{""activation"": ""relu"", ""alpha"": 0.01, ""batch_size"": 32, ""hidden_layer_sizes"": [100], ""learning_rate_init"": 0.01}"
interpolation_random__seed-44__repeat-3,interpolation_random,44,3,rd,mlp_log_target_sqrt,mlp,all,2024,507,66,61,0.7070486218783989,0.009517642774607118,0.004868441426625503,555.0741719106119,-0.000518035176664302,1.0435131658083203,0.6666773368895369,0.009788653077419041,0.005009310851043063,607.5111175993354,-0.0009058478817966745,1.1321097147223664,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [100, 50], ""learning_rate_init"": 0.001}"
interpolation_random__seed-44__repeat-3,interpolation_random,44,3,rd_bt,mlp_log_target_sqrt,mlp,all,3024,507,66,61,0.6374864751001366,0.010587507592880963,0.005021104877675757,333.79963070881854,-0.00046951130376646477,1.1608130109425023,0.6666773368895369,0.009788653077419041,0.005009310851043063,607.5111175993354,-0.0009058478817966745,1.1321097147223664,"{""activation"": ""relu"", ""alpha"": 0.0001, ""batch_size"": 32, ""hidden_layer_sizes"": [100, 50], ""learning_rate_init"": 0.001}"
