model_id,model_family,feature_set,protocol,rd_mean,rd_std,rd_bt_mean,rd_bt_std,delta_RMSE_bt_minus_rd_mean,delta_RMSE_bt_minus_rd_std
xgb_log_target_sqrt,xgboost,all,extrapolation_grouped,0.012773315654403547,0.004498354269398521,0.01344987047890146,0.004229496918014781,0.0006765548244979127,0.0012902359201992233
xgb_log_target_sqrt,xgboost,all,interpolation_random,0.006576630040157511,0.000916800579549473,0.0065560853169888385,0.00112828822784988,-2.0544723168672547e-05,0.0002788578809885175
