configuration_id,inner_fold,parameters,roc_auc,pr_auc,brier,mcc,f1,balanced_accuracy,sensitivity,specificity,precision,split_id,protocol,seed,fold,model_id
0,0,"{""C"": 0.1, ""gamma"": ""scale"", ""shrinking"": true}",0.7696498025258668,0.9136825787950834,0.19463272509651108,0.3700975559224334,0.7978339350180506,0.7077307744289769,0.7317880794701986,0.6836734693877551,0.876984126984127,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
0,1,"{""C"": 0.1, ""gamma"": ""scale"", ""shrinking"": true}",0.7621462683771889,0.904290060794265,0.20177285753179333,0.3718604001419533,0.7783985102420856,0.7125105346942597,0.6928176795580111,0.7322033898305085,0.8881019830028328,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
0,2,"{""C"": 0.1, ""gamma"": ""scale"", ""shrinking"": true}",0.7872047944564098,0.9146334170446406,0.1874549392376413,0.38539396515677027,0.7772215269086358,0.721060024346849,0.6861878453038674,0.7559322033898305,0.8961038961038961,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
0,mean,"{""C"": 0.1, ""gamma"": ""scale"", ""shrinking"": true}",0.7730002884531553,0.9108686855446629,0.19462017395531525,0.3757839737403857,0.7844846573895907,0.7137671111566952,0.7035978681106924,0.723936354202698,0.8870633353636186,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
1,0,"{""C"": 0.1, ""gamma"": 0.3, ""shrinking"": true}",0.8133381387875239,0.9339408080068898,0.17583101546805432,0.41545229775640113,0.8256018790369936,0.728105149344506,0.7759381898454746,0.6802721088435374,0.8820577164366374,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
1,1,"{""C"": 0.1, ""gamma"": 0.3, ""shrinking"": true}",0.7847176701938383,0.9226745417586494,0.18974708720886818,0.3744058722013188,0.7944208611279563,0.7110309954115555,0.7237569060773481,0.6983050847457627,0.8803763440860215,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
1,2,"{""C"": 0.1, ""gamma"": 0.3, ""shrinking"": true}",0.7856803071448639,0.9218531806957251,0.1891198534767363,0.36205571385683744,0.8059171597633136,0.6999719074819739,0.7524861878453039,0.6474576271186441,0.867515923566879,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
1,mean,"{""C"": 0.1, ""gamma"": 0.3, ""shrinking"": true}",0.7945787053754088,0.9261561768204215,0.18489931871788626,0.3839712946048525,0.8086466333094212,0.7130360174126785,0.7507270945893755,0.6753449402359815,0.8766499946965126,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
2,0,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}",0.8260050156928114,0.9385916990915169,0.17732967069518202,0.43027442931887033,0.7899686520376176,0.7473419831508763,0.695364238410596,0.7993197278911565,0.9143686502177069,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
2,1,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}",0.7941942129412867,0.923633460611608,0.19369025554911667,0.4107661813400535,0.7646679561573179,0.7377938009176889,0.6552486187845303,0.8203389830508474,0.9179566563467493,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
2,2,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}",0.8269538346287105,0.9397907346205776,0.17774943289148978,0.4247276516778828,0.7942821628340584,0.7428691825077254,0.7060773480662983,0.7796610169491526,0.9076704545454546,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
2,mean,"{""C"": 1.0, ""gamma"": 0.03, ""shrinking"": true}",0.8157176877542694,0.9340052981079009,0.1829231197119295,0.4219227541122689,0.7829729236763313,0.7426683221920968,0.6855634017538081,0.7997732426303855,0.9133319203699702,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
3,0,"{""C"": 0.3, ""gamma"": 0.3, ""shrinking"": true}",0.8175466654653031,0.9378560651032404,0.17542148044354916,0.4157478897401676,0.8082274652147611,0.7342996801369555,0.7373068432671082,0.7312925170068028,0.8942436412315931,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
3,1,"{""C"": 0.3, ""gamma"": 0.3, ""shrinking"": true}",0.789028935293567,0.9267491912630855,0.19066299826195762,0.3893555153567759,0.7830950901180858,0.7226425695289821,0.6961325966850829,0.7491525423728813,0.8948863636363636,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
3,2,"{""C"": 0.3, ""gamma"": 0.3, ""shrinking"": true}",0.8007004401161157,0.9274542549375879,0.1812863561157597,0.4026071851788724,0.8081779915814793,0.7255080063676375,0.7425414364640884,0.7084745762711865,0.8865435356200527,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
3,mean,"{""C"": 0.3, ""gamma"": 0.3, ""shrinking"": true}",0.8024253469583286,0.9306865037679714,0.18245694494042217,0.4025701967586053,0.7998335156381087,0.7274834186778584,0.7253269588054265,0.7296398785502901,0.8918911801626699,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
4,0,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}",0.858246609902239,0.9526077410189484,0.15887498922121884,0.5010125880309718,0.819590824550527,0.7865589944587106,0.7295805739514348,0.8435374149659864,0.9349363507779349,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
4,1,"{""C"": 10.0, ""gamma"": 0.1, ""shrinking"": false}",0.8397715141867216,0.9396081736314795,0.16575192337721853,0.47293113602450776,0.8126159554730983,0.7697630864313139,0.7259668508287292,0.8135593220338984,0.922752808988764,interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all
