split_id,protocol,seed,fold,model_id,mcc,f1,balanced_accuracy,youden_j
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all,0.4702941757046153,0.23659527653695442,0.5940538364886142,0.5940538364886142
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,svm_all,0.5214282704536242,0.4155841010101497,0.5389447713031784,0.5389447713031784
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,svm_all,0.5399111792504556,0.40558117058947657,0.5399111792504556,0.5399111792504556
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,svm_all,0.5262317657986787,0.400007012248135,0.5622712282462049,0.5622712282462049
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,svm_all,0.545299078916381,0.4080410897874091,0.545299078916381,0.545299078916381
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,svm_all,0.5307657257166989,0.37515946700006286,0.5307657257166989,0.5307657257166989
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,svm_all,0.5151846748849791,0.4061075604783027,0.5591533929236748,0.5591533929236748
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,svm_all,0.49930290709971664,0.42851822728188466,0.6222705453841746,0.6222705453841746
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,svm_all,0.5984477735069507,0.32974633938664305,0.5886350574558411,0.5886350574558411
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,svm_all,0.5695205385116558,0.40442343740729186,0.5673573341880566,0.5673573341880566
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,svm_all,0.5214790818252145,0.3195391709489931,0.584359851665513,0.584359851665513
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,svm_all,0.504514852608708,0.24143452196157353,0.504514852608708,0.504514852608708
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,svm_all,0.5390032867916108,0.4248280092936656,0.5470273397893664,0.5470273397893664
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,svm_all,0.5255641644352999,0.41167171792899504,0.5255641644352999,0.5255641644352999
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,svm_all,0.5301449797986479,0.372354255681002,0.5365377677651053,0.5365377677651053
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,svm_all,0.5596663503149345,0.36719367896670985,0.5596663503149345,0.5596663503149345
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,svm_all,0.555523197514615,0.366471199920603,0.555523197514615,0.555523197514615
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,svm_all,0.5938571601639339,0.36004803994566936,0.5938571601639339,0.5938571601639339
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,svm_all,0.5304328417938716,0.4130993750474416,0.5968185416351361,0.5968185416351361
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,svm_all,0.6340232891804688,0.331911709092399,0.6340232891804688,0.6340232891804688
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,svm_all,0.5342792496707136,0.3282678977123614,0.5344871207642401,0.5344871207642401
extrapolation_grouped__seed-43__fold-4,extrapolation_grouped,43,4,svm_all,0.5803029966915214,0.38589366529676794,0.5803029966915214,0.5803029966915214
interpolation_holdout__seed-44__fold-0,interpolation_holdout,44,0,svm_all,0.47260702162057044,0.25264760194112373,0.5415970683730014,0.5415970683730014
interpolation_stratified__seed-44__fold-0,interpolation_stratified,44,0,svm_all,0.5389510271100233,0.36975703621694334,0.5399167688261558,0.5399167688261558
interpolation_stratified__seed-44__fold-1,interpolation_stratified,44,1,svm_all,0.5607198082526942,0.4205119887892926,0.5739207239192611,0.5739207239192611
interpolation_stratified__seed-44__fold-2,interpolation_stratified,44,2,svm_all,0.5611621899012922,0.36015648028522884,0.5611621899012922,0.5611621899012922
interpolation_stratified__seed-44__fold-3,interpolation_stratified,44,3,svm_all,0.5558574911104024,0.37548978431865243,0.5558574911104024,0.5558574911104024
interpolation_stratified__seed-44__fold-4,interpolation_stratified,44,4,svm_all,0.5442776136721262,0.3546218268694183,0.5442776136721262,0.5442776136721262
extrapolation_grouped__seed-44__fold-0,extrapolation_grouped,44,0,svm_all,0.6071853288618079,0.43845452442590904,0.6071853288618079,0.6071853288618079
extrapolation_grouped__seed-44__fold-1,extrapolation_grouped,44,1,svm_all,0.4980419796232112,0.3814810734899539,0.5177291451396423,0.5177291451396423
extrapolation_grouped__seed-44__fold-2,extrapolation_grouped,44,2,svm_all,0.5193409558956085,0.33018181518010936,0.5193409558956085,0.5193409558956085
extrapolation_grouped__seed-44__fold-3,extrapolation_grouped,44,3,svm_all,0.5699524829741471,0.4520700821767372,0.5699524829741471,0.5699524829741471
extrapolation_grouped__seed-44__fold-4,extrapolation_grouped,44,4,svm_all,0.5891128887065518,0.3584644079774513,0.5891128887065518,0.5891128887065518
lopo__seed-42__fold-0,lopo,42,0,svm_all,0.632874977811131,0.3446839814149833,0.600470678309139,0.600470678309139
lopo__seed-42__fold-1,lopo,42,1,svm_all,0.6901748862267083,0.341696547091315,0.5938187565337909,0.5938187565337909
lopo__seed-42__fold-2,lopo,42,2,svm_all,0.6135807548914247,0.412150194333708,0.6135807548914247,0.6135807548914247
lopo__seed-42__fold-3,lopo,42,3,svm_all,0.573466899129841,0.4772354958447256,0.573466899129841,0.573466899129841
lopo__seed-42__fold-4,lopo,42,4,svm_all,0.5355607884329993,0.43234923357075167,0.5359535739885208,0.5359535739885208
lopo__seed-42__fold-5,lopo,42,5,svm_all,0.594077967352174,0.4451927116346123,0.594077967352174,0.594077967352174
lopo__seed-42__fold-6,lopo,42,6,svm_all,0.5593558061278868,0.36878758426191016,0.5593558061278868,0.5593558061278868
lopo__seed-42__fold-7,lopo,42,7,svm_all,0.5887218033038113,0.39747391131511445,0.5887218033038113,0.5887218033038113
lopo__seed-42__fold-8,lopo,42,8,svm_all,0.5611983048930896,0.4420043834357668,0.5611983048930896,0.5611983048930896
lopo__seed-42__fold-9,lopo,42,9,svm_all,0.5007176656382857,0.37218175531303127,0.6151030398065654,0.6151030398065654
lopo__seed-42__fold-10,lopo,42,10,svm_all,0.5688691444955497,0.4345155321057879,0.5688691444955497,0.5688691444955497
lopo__seed-42__fold-11,lopo,42,11,svm_all,0.4952924855352789,0.4952924855352789,0.572761877502793,0.572761877502793
lopo__seed-42__fold-12,lopo,42,12,svm_all,0.575254198556946,0.47727448151573376,0.575254198556946,0.575254198556946
