split_id,protocol,seed,fold,model_id,model_family,feature_set,n_test_rows,n_test_papers,roc_auc,pr_auc,brier,mcc_at_mcc,f1_at_mcc,balanced_accuracy_at_mcc,sensitivity_at_mcc,specificity_at_mcc,precision_at_mcc,mcc_at_f1,f1_at_f1,balanced_accuracy_at_f1,sensitivity_at_f1,specificity_at_f1,precision_at_f1,mcc_at_balanced_accuracy,f1_at_balanced_accuracy,balanced_accuracy_at_balanced_accuracy,sensitivity_at_balanced_accuracy,specificity_at_balanced_accuracy,precision_at_balanced_accuracy,mcc_at_youden_j,f1_at_youden_j,balanced_accuracy_at_youden_j,sensitivity_at_youden_j,specificity_at_youden_j,precision_at_youden_j
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,svm_all,svm,all,901,82,0.8795515038594623,0.9572310816913221,0.15075587608384639,0.5512233222878763,0.8448415922014623,0.8122171945701357,0.7647058823529411,0.8597285067873304,0.9437386569872959,0.47671434752877145,0.8766328011611031,0.7314479638009049,0.888235294117647,0.5746606334841629,0.8653295128939829,0.5551421032976749,0.8153846153846154,0.8213235294117647,0.7014705882352941,0.9411764705882353,0.9734693877551021,0.5551421032976749,0.8153846153846154,0.8213235294117647,0.7014705882352941,0.9411764705882353,0.9734693877551021
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,svm_all,svm,all,901,81,0.8762809422411498,0.9595722683814736,0.1842242513060036,0.5361442389008338,0.8272425249169435,0.8073529411764706,0.7323529411764705,0.8823529411764706,0.950381679389313,0.32399307883865375,0.8736702127659575,0.6052601809954751,0.9661764705882353,0.24434389140271492,0.7973300970873787,0.52406743530812,0.8051282051282052,0.8033371040723982,0.6926470588235294,0.9140271493212669,0.9612244897959183,0.52406743530812,0.8051282051282052,0.8033371040723982,0.6926470588235294,0.9140271493212669,0.9612244897959183
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,svm_all,svm,all,900,81,0.855783391865866,0.9481734466336852,0.1730176297419456,0.5277307685191689,0.8233333333333334,0.8026842775175098,0.727540500736377,0.8778280542986425,0.9481765834932822,0.37551006077992616,0.8734525447042641,0.6508573294504162,0.93519882179676,0.3665158371040724,0.8193548387096774,0.5277307685191689,0.8233333333333334,0.8026842775175098,0.727540500736377,0.8778280542986425,0.9481765834932822,0.5277307685191689,0.8233333333333334,0.8026842775175098,0.727540500736377,0.8778280542986425,0.9481765834932822
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,svm_all,svm,all,900,81,0.8452475359691856,0.9426824166776037,0.17765864415825952,0.4737590905637297,0.8092868988391376,0.7711166941003205,0.7187039764359352,0.8235294117647058,0.9259962049335864,0.376963054790202,0.8783783783783784,0.6370161069979141,0.9572901325478645,0.3167420814479638,0.8114856429463171,0.49110503534464955,0.7910576096302665,0.7844347889830001,0.6774668630338734,0.8914027149321267,0.9504132231404959,0.49110503534464955,0.7910576096302665,0.7844347889830001,0.6774668630338734,0.8914027149321267,0.9504132231404959
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,svm_all,svm,all,900,80,0.8763752923849952,0.9542753495973608,0.1736385841620421,0.5349230363957166,0.8129251700680272,0.8090017926282329,0.7039764359351989,0.9140271493212669,0.9617706237424547,0.40741225475651294,0.8847184986595175,0.6398549903704542,0.9720176730486009,0.3076923076923077,0.8118081180811808,0.5349230363957166,0.8129251700680272,0.8090017926282329,0.7039764359351989,0.9140271493212669,0.9617706237424547,0.5349230363957166,0.8129251700680272,0.8090017926282329,0.7039764359351989,0.9140271493212669,0.9617706237424547
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,svm_all,svm,all,900,81,0.8584123578059297,0.9485441950539835,0.17880475846882074,0.5216674417599726,0.8264462809917356,0.7980527659120746,0.7363770250368189,0.8597285067873304,0.9416195856873822,0.21001272111447608,0.8665377176015474,0.5423566730419369,0.9896907216494846,0.09502262443438914,0.7706422018348624,0.5216674417599726,0.8264462809917356,0.7980527659120746,0.7363770250368189,0.8597285067873304,0.9416195856873822,0.5216674417599726,0.8264462809917356,0.7980527659120746,0.7363770250368189,0.8597285067873304,0.9416195856873822
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,svm_all,svm,all,872,20,0.6611787683823529,0.8815606290808189,0.19221425828878522,0.11057439736792433,0.8779857972885733,0.5078125,1.0,0.015625,0.7825086306098964,0.0,0.8762886597938144,0.5,1.0,0.0,0.7798165137614679,0.1608684172732657,0.8103703703703704,0.5818933823529412,0.8044117647058824,0.359375,0.8164179104477612,0.1608684172732657,0.8103703703703704,0.5818933823529412,0.8044117647058824,0.359375,0.8164179104477612
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,svm_all,svm,all,1017,13,0.6875867902755775,0.8603462475984622,0.20938158361162645,0.16354345030259163,0.8312159709618875,0.5559540573842633,0.9271255060728745,0.18478260869565216,0.7532894736842105,0.1444265932187168,0.8464634847613571,0.5219884996772869,0.9932523616734144,0.050724637681159424,0.7374749498997996,0.22659130974186048,0.3487858719646799,0.5939315261397642,0.21322537112010798,0.9746376811594203,0.9575757575757575,0.22659130974186048,0.3487858719646799,0.5939315261397642,0.21322537112010798,0.9746376811594203,0.9575757575757575
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,svm_all,svm,all,886,19,0.6756480698788391,0.8611249849456335,0.2022147551557034,0.19605634394637628,0.6600361663652803,0.6152085094392787,0.5399408284023669,0.6904761904761905,0.8488372093023255,-0.01873547309413287,0.8648302370275465,0.4992603550295858,0.9985207100591716,0.0,0.7627118644067796,0.2272983746063207,0.6925110132158591,0.633537616229924,0.5813609467455622,0.6857142857142857,0.8562091503267973,0.2272983746063207,0.6925110132158591,0.633537616229924,0.5813609467455622,0.6857142857142857,0.8562091503267973
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,svm_all,svm,all,847,19,0.6574394710216179,0.8508875818489342,0.22580314322181028,0.2396153159814678,0.5791173304628633,0.6303029655280521,0.4331723027375201,0.827433628318584,0.8733766233766234,0.12259060303765089,0.8133828996282528,0.548825759195132,0.8808373590982287,0.2168141592920354,0.755524861878453,0.23091498366132218,0.5818181818181818,0.6260812563236573,0.43800322061191627,0.8141592920353983,0.8662420382165605,0.23091498366132218,0.5818181818181818,0.6260812563236573,0.43800322061191627,0.8141592920353983,0.8662420382165605
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,svm_all,svm,all,879,15,0.5676925108968432,0.8424349679396893,0.22334708650117532,0.06691903869931064,0.6491688538932633,0.5397679742878527,0.5471976401179941,0.5323383084577115,0.7978494623655914,0.0,0.8709055876685935,0.5,1.0,0.0,0.7713310580204779,0.06112837401875099,0.5554484088717454,0.535772465108088,0.4247787610619469,0.6467661691542289,0.8022284122562674,0.06112837401875099,0.5554484088717454,0.535772465108088,0.4247787610619469,0.6467661691542289,0.8022284122562674
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,svm_all,svm,all,901,83,0.8768332446100613,0.9593802920821604,0.15063446605759595,0.5469908437571427,0.8235294117647058,0.8150452488687783,0.7205882352941176,0.9095022624434389,0.9607843137254902,0.41560048830116586,0.8730606488011283,0.6859162895927602,0.9102941176470588,0.46153846153846156,0.8387533875338753,0.5469908437571427,0.8235294117647058,0.8150452488687783,0.7205882352941176,0.9095022624434389,0.9607843137254902,0.5469908437571427,0.8235294117647058,0.8150452488687783,0.7205882352941176,0.9095022624434389,0.9607843137254902
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,svm_all,svm,all,901,83,0.8816742081447964,0.9608481650756511,0.17422398599597727,0.5402373568906255,0.8382352941176471,0.8070701357466064,0.7544117647058823,0.8597285067873304,0.9430147058823529,0.37614104718053604,0.8804275217100869,0.6270927601809955,0.9691176470588235,0.2850678733031674,0.806609547123623,0.5384548633711282,0.8338815789473685,0.807183257918552,0.7455882352941177,0.8687782805429864,0.9458955223880597,0.5384548633711282,0.8338815789473685,0.807183257918552,0.7455882352941177,0.8687782805429864,0.9458955223880597
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,svm_all,svm,all,900,79,0.8613345417469129,0.9510438596753015,0.17738976933687822,0.49941733597213667,0.8057432432432432,0.7879034246529698,0.7025036818851251,0.8733031674208145,0.9445544554455445,0.41404448527183496,0.8788927335640139,0.6712193204006425,0.93519882179676,0.4072398190045249,0.8289817232375979,0.49941733597213667,0.8057432432432432,0.7879034246529698,0.7025036818851251,0.8733031674208145,0.9445544554455445,0.49941733597213667,0.8057432432432432,0.7879034246529698,0.7025036818851251,0.8733031674208145,0.9445544554455445
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,svm_all,svm,all,900,81,0.8599684124244464,0.9513372028848163,0.17925782882594923,0.5277886927765929,0.8138747884940778,0.8044235933866013,0.7083946980854198,0.9004524886877828,0.9562624254473161,0.2739812583260179,0.8702490170380078,0.5749271953031807,0.9779086892488954,0.17194570135746606,0.7839433293978748,0.5193489699684175,0.8078231292517006,0.8000053312363804,0.6995581737849779,0.9004524886877828,0.9557344064386318,0.5193489699684175,0.8078231292517006,0.8000053312363804,0.6995581737849779,0.9004524886877828,0.9557344064386318
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,svm_all,svm,all,900,82,0.8605115321306952,0.9497367845803284,0.17162633860913062,0.5151900994195654,0.8167364016736401,0.7960035719283749,0.7187039764359352,0.8733031674208145,0.9457364341085271,0.2630156723210632,0.8689384010484927,0.5719283748392299,0.9764359351988218,0.167420814479638,0.7827626918536009,0.5151900994195654,0.8167364016736401,0.7960035719283749,0.7187039764359352,0.8733031674208145,0.9457364341085271,0.5151900994195654,0.8167364016736401,0.7960035719283749,0.7187039764359352,0.8733031674208145,0.9457364341085271
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,svm_all,svm,all,900,82,0.8624341092503615,0.9519370102539115,0.1801851537213791,0.5421319059198261,0.7986050566695728,0.8146362430777228,0.6745213549337261,0.9547511312217195,0.9786324786324786,0.19898393320481306,0.86328125,0.5493039404500896,0.9764359351988218,0.12217194570135746,0.7736289381563594,0.5421319059198261,0.7986050566695728,0.8146362430777228,0.6745213549337261,0.9547511312217195,0.9786324786324786,0.5421319059198261,0.7986050566695728,0.8146362430777228,0.6745213549337261,0.9547511312217195,0.9786324786324786
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,svm_all,svm,all,875,18,0.6701369272397492,0.8873442332922827,0.21124135483950476,0.2527266520806093,0.375,0.6153846153846154,0.23076923076923078,1.0,1.0,0.0,0.8716956802063185,0.5,1.0,0.0,0.7725714285714286,0.2527266520806093,0.375,0.6153846153846154,0.23076923076923078,1.0,1.0,0.2527266520806093,0.375,0.6153846153846154,0.23076923076923078,1.0,1.0
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,svm_all,svm,all,1017,12,0.6630193021816494,0.8396693480113572,0.218139247965787,0.09355933684693428,0.7757496740547588,0.5430019921089277,0.8084239130434783,0.2775800711743772,0.7456140350877193,0.0,0.8397033656588705,0.5,1.0,0.0,0.7236971484759095,0.22540477059033875,0.5172413793103449,0.6158082546804889,0.36684782608695654,0.8647686832740213,0.8766233766233766,0.22540477059033875,0.5172413793103449,0.6158082546804889,0.36684782608695654,0.8647686832740213,0.8766233766233766
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,svm_all,svm,all,863,19,0.6541123686702439,0.8763454513116065,0.18487550689908608,0.20026750768836202,0.5986124876114965,0.6161563782296975,0.4561933534743202,0.7761194029850746,0.8703170028818443,0.06181264576680039,0.868766404199475,0.5024875621890548,1.0,0.004975124378109453,0.7679814385150812,0.20026750768836202,0.5986124876114965,0.6161563782296975,0.4561933534743202,0.7761194029850746,0.8703170028818443,0.20026750768836202,0.5986124876114965,0.6161563782296975,0.4561933534743202,0.7761194029850746,0.8703170028818443
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,svm_all,svm,all,844,19,0.6189289890545673,0.8098572394336301,0.20911189789001525,0.12999029731457057,0.735593220338983,0.5700340637551478,0.6966292134831461,0.4434389140271493,0.7791741472172352,0.11586125785131929,0.8516746411483254,0.5090497737556561,1.0,0.01809954751131222,0.7416666666666667,0.12999029731457057,0.735593220338983,0.5700340637551478,0.6966292134831461,0.4434389140271493,0.7791741472172352,0.12999029731457057,0.735593220338983,0.5700340637551478,0.6966292134831461,0.4434389140271493,0.7791741472172352
