candidate_id,model_id,model_family,protocol,split_id,seed,fold,selected_hyperparameters
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-44,42,44,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-45,42,45,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-46,42,46,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-47,42,47,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-48,42,48,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-49,42,49,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-50,42,50,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64, 32], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-51,42,51,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 128, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-52,42,52,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64, 32], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-53,42,53,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 128, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-54,42,54,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-55,42,55,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64, 32], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-56,42,56,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-57,42,57,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-58,42,58,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-59,42,59,"{""activation"": ""relu"", ""alpha"": 0.1, ""batch_size"": 128, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-60,42,60,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-61,42,61,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}"
