model_id,model_family,feature_set,protocol,rd_mean,rd_std,rd_bt_mean,rd_bt_std,delta_RMSE_bt_minus_rd_mean,delta_RMSE_bt_minus_rd_std
xgb_baseline,xgboost,all,extrapolation_grouped,0.01294593010356856,0.0039011613355060173,0.013500290106007593,0.003437425734367738,0.0005543600024390319,0.0006152128480141547
xgb_baseline,xgboost,all,interpolation_random,0.006360493218365413,0.0008506908793818071,0.006235599620857826,0.0006983651002771862,-0.00012489359750758694,0.0003010090473234496
