model_id,model_family,feature_set,protocol,rd_mean,rd_std,rd_bt_mean,rd_bt_std,delta_RMSE_bt_minus_rd_mean,delta_RMSE_bt_minus_rd_std
rf_absoluteerror_inverse,random_forest,all,extrapolation_grouped,0.013500505591062584,0.0042668362892536995,0.013338916723114144,0.004433346212000207,-0.00016158886794843873,0.0006846091932134305
rf_absoluteerror_inverse,random_forest,all,interpolation_random,0.006489671068967614,0.0007535988456907605,0.006539301925893226,0.0007032305880816036,4.96308569256111e-05,0.00019984753984096925
