candidate_id,model_family,paper_weight,fixed_params,accelerator,weighting_policy
mlp_baseline,mlp,none,{},gpu,"{""paper_weight"": ""none"", ""unsupported_fit_weight_strategy"": ""deterministic_weighted_resampling""}"
