model_id,model_family,feature_set,augmentation,random_RMSE_mean,random_RMSE_std,grouped_RMSE_mean,grouped_RMSE_std,generalization_gap_mean,generalization_gap_std
mlp_baseline,mlp,all,rd,0.011269590067542063,0.002060271601310377,0.01871142491917071,0.006575905273977437,0.007441834851628642,0.006040640300067237
mlp_baseline,mlp,all,rd_bt,0.010680695049767519,0.0013647895602893578,0.018734771955585306,0.005939147929522034,0.008054076905817786,0.006085054785182332
