candidate_id,model_id,model_family,protocol,fold_count,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,brier_mean,brier_std,mcc_mean,mcc_std,f1_mean,f1_std,balanced_accuracy_mean,balanced_accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,precision_mean,precision_std
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_holdout,3,0.8467698634959039,0.015133068591100536,0.9423666873411367,0.003347763700964032,0.14878050570893486,0.011182153996880521,0.4106186132190828,0.046806769585179625,0.8649121222234907,0.012059556797315747,0.6935085362403113,0.0252172948467051,0.8862629246676513,0.02273974049976468,0.5007541478129713,0.05454944591259467,0.8448469827845596,0.01330536918388196
mlp_focal_sqrt,mlp_focal_sqrt,mlp,interpolation_stratified,15,0.8608961488444999,0.016257489730924248,0.9494215309205843,0.00818073168355512,0.13736760211311966,0.01112531993656551,0.45643428098677136,0.05562671080253556,0.8664633020806356,0.00996154966333372,0.7278654437835548,0.035688538258392924,0.8669827729366417,0.02255481772473434,0.5887481146304676,0.08474948758167836,0.8668010950915331,0.02196866399537935
mlp_focal_sqrt,mlp_focal_sqrt,mlp,extrapolation_grouped,15,0.674061756533656,0.04965592297352146,0.8568825426082765,0.03973041586226357,0.22330847754391972,0.030513918989321768,0.17344513127870043,0.10976122593028459,0.8263885628890861,0.026433592663300854,0.5828056199119604,0.05715268418386916,0.8704784142392746,0.09114768627362053,0.29513282558464626,0.1978992178086104,0.7946715458876653,0.0425792970021843
mlp_focal_sqrt,mlp_focal_sqrt,mlp,lopo,87,0.6978889079381833,0.19197729881265183,0.8129643567553745,0.1828879552915226,0.13664940379289767,0.16737064078919925,0.0649526303283662,0.2029264391425432,0.869198768387075,0.19339624288439466,0.7542883232307704,0.23465154695077295,0.9053987051349611,0.19588600139278892,0.2549725604986061,0.329428886164139,0.8733894082909953,0.18929733301642152
